Empreendimento;Unidade;Tipo;Área Privativa (m²);Situação;Valor VGV;Valor m²;Chave
BAL HARBOUR;Apto. 1503;3S;129.68;Vendida; 2,597,744 ;20,032;
CORAL GABLES;Sala Com. 03;3S;82.73;Vendida; 1,571,870 ;19;
DOLPHIN BAY;Apto. 1003;3S;80.68;Vendida; 1,124,866 ;13,942;
DOLPHIN BAY;Apto. 603;3S;80.68;Vendida;993,388;12,313;
TROPICAL BEACH;Apto. 1302;3S;110.26;Vendida; 1,685,958 ;15,291;
TROPICAL BEACH;Apto. 1502;3S;110.26;Vendida; 1,772,083 ;16,072;
EMERALD COAST;Apto. 2503;3S;125.54;Vendida; 2,252,537 ;17,943;
OCEAN PARK;Apto 2405 N;3S;79.69;Vendida; 1,201,135 ;15,073;
ROYAL BAY;Apto. 1002;3S;84.92;Vendida;0;0;
ROYAL BAY;Apto. 1102;3S;84.92;Vendida;0;0;
ROYAL BAY;Apto. 1201;3S;191.67;Vendida;0;0;
ROYAL BAY;Apto. 1202;3S;84.92;Vendida;0;0;
ROYAL BAY;Apto. 1302;3S;84.92;Vendida;0;0;
ROYAL BAY;Apto. 802;3S;84.92;Vendida;0;0;
ROYAL BAY;Apto. 902;4S;84.92;Vendida;0;0;
GOLD COAST;Apto. 902 N;3S;144.06;Vendida; 2,678,050 ;18,59;
GOLD COAST;Apto. 401 N;3S;132.08;Vendida; 2,102,372 ;15,917;
OCEAN PARK;Apto 2205 S;3S;80.91;Vendida; 1,190,494 ;14,714;
ROYAL BAY;Apto. 1801;3S;132.14;Vendida; 2,338,680 ;17,698;
TROPICAL BEACH;Apto. 2202;3S;110.26;Vendida; 1,978,652 ;17,945;
BAL HARBOUR;Apto. 803;3S;129.68;Vendida; 2,316,279 ;17,861;
CORAL GABLES;Apartamento2102;4S;132.27;Vendida; 2,220,000 ;16,784;
CORAL GABLES;Apartamento2802;3S;136.24;Vendida; 2,393,315 ;17,567;
CORAL GABLES;Apartamento2901;3S;210.51;Vendida; 4,190,221 ;19,905;
DOLPHIN BAY;Apto. 704;3S;79.98;Vendida; 1,062,495 ;13,285;
FORT MYERS;Tipo - Apto. 1902;3S;88.28;Vendida; 1,394,271 ;15,794;
FORT MYERS;Tipo - Apto. 2301;3S;128.73;Vendida; 2,154,842 ;16,739;
FORT MYERS;Sky View - Apto. 4502;3S;88.78;Vendida; 1,614,478 ;18,185;
FORT MYERS;Sky View - Apto. 4302;3S;88.78;Vendida; 1,596,403 ;17,982;
FORT MYERS;Tipo - Apto. 2102;3S;88.28;Vendida; 1,414,177 ;16,019;
FORT MYERS;Sky View - Apto. 3802;3S;88.78;Vendida; 1,562,808 ;17,603;
FORT MYERS;Tipo - Apto. 1204;3S;85.88;Vendida; 1,073,205 ;12,497;
FORT MYERS;Tipo - Apto. 1702;3S;88.28;Vendida; 1,352,375 ;15,319;
FORT MYERS;Tipo - Apto. 802;3S;88.28;Vendida; 1,253,058 ;14,194;
FORT MYERS;Sky View - Apto. 3702;3S;88.78;Vendida; 1,557,650 ;17,545;
FORT MYERS;Tipo - Apto. 1103;3S;124.25;Vendida; 1,847,816 ;14,872;
FORT MYERS;Tipo diferenciado - Apto. 502;3S;112.47;Vendida; 1,446,101 ;12,858;
FORT MYERS;Sky View - Apto. 4402;Garden;88.78;Vendida; 1,601,560 ;18,04;
FORT MYERS;Tipo - Apto. 2101;3S;128.73;Vendida; 2,111,056 ;16,399;
FORT MYERS;Tipo - Apto. 3103;3S;124.25;Vendida; 2,248,900 ;18,1;
FORT MYERS;Tipo - Apto. 902;3S;88.28;Vendida; 1,262,767 ;14,304;
FORT MYERS;Tipo - Apto. 1802;3S;88.28;Vendida; 1,384,318 ;15,681;
FORT MYERS;Tipo - Apto. 2403;3S;124.25;Vendida; 2,100,982 ;16,909;
FORT MYERS;Tipo - Apto. 1003;3S;124.25;Vendida; 1,834,480 ;14,764;
FORT MYERS;Tipo - Apto. 1403;3S;124.25;Vendida; 1,895,054 ;15,252;
FORT MYERS;Tipo - Apto. 1604;3S;85.88;Vendida; 1,105,494 ;12,873;
FORT MYERS;Tipo - Apto. 2003;3S;124.25;Vendida; 2,016,457 ;16,229;
FORT MYERS;Tipo - Apto. 2202;3S;88.28;Vendida; 1,424,130 ;16,132;
PARADISE BAY;Apto 2103;3S;81.14;Vendida; 1,257,014 ;15,492;
FORT MYERS;Tipo - Apto. 1803;3S;124.25;Vendida; 1,974,194 ;15,889;
FORT MYERS;Tipo - Apto. 1903;3S;124.25;Vendida; 1,995,326 ;16,059;
FORT MYERS;Tipo - Apto. 2802;Garden;88.28;Vendida; 1,483,849 ;16,808;
FORT MYERS;Tipo - Apto. 2902;3S;88.28;Vendida; 1,493,802 ;16,921;
FORT MYERS;Sky View - Apto. 3402;3S;88.78;Vendida; 1,498,548 ;16,879;
FORT MYERS;Sky View - Apto. 3602;3S;88.78;Vendida; 1,549,890 ;17,458;
FORT MYERS;Sky View - Apto. 3902;3S;88.78;Vendida; 1,572,508 ;17,712;
FORT MYERS;Sky View - Apto. 4002;3S;88.78;Vendida; 1,575,725 ;17,749;
FORT MYERS;Sky View - Apto. 4102;3S;88.78;Vendida; 1,581,545 ;17,814;
FORT MYERS;Sky View - Apto. 4503;3S;134.83;Vendida; 2,603,838 ;19,312;
FORT MYERS;Tipo - Apto. 1002;3S;88.28;Vendida; 1,272,475 ;14,414;
FORT MYERS;Tipo - Apto. 2001;3S;128.73;Vendida; 2,089,163 ;16,229;
FORT MYERS;Beach House - Apto. 3201;3S;227.83;Vendida; 3,540,283 ;15,539;
FORT MYERS;Cobertura - Apto. 4601;3S;182.33;Vendida; 3,541,379 ;19,423;
FORT MYERS;Sky View - Apto. 3302;3S;88.78;Vendida; 1,524,055 ;17,167;
FORT MYERS;Sky View - Apto. 4001;3S;133.82;Vendida; 2,522,001 ;18,846;
FORT MYERS;Sky View - Apto. 4202;3S;88.78;Vendida; 1,588,643 ;17,894;
FORT MYERS;Tipo - Apto. 1102;3S;88.28;Vendida; 1,312,996 ;14,873;
FORT MYERS;Tipo - Apto. 1202;3S;88.28;Vendida; 1,322,936 ;14,986;
FORT MYERS;Tipo - Apto. 1302;3S;88.28;Vendida; 1,332,877 ;15,098;
FORT MYERS;Tipo - Apto. 1402;3S;88.28;Vendida; 1,464,506 ;16,589;
FORT MYERS;Tipo - Apto. 1502;3S;88.28;Vendida; 1,354,459 ;15,343;
FORT MYERS;Tipo - Apto. 1504;3S;85.88;Vendida; 1,042,549 ;12,14;
FORT MYERS;Tipo - Apto. 1601;3S;128.73;Vendida; 2,001,590 ;15,549;
FORT MYERS;Tipo - Apto. 1603;3S;124.25;Vendida; 1,931,932 ;15,549;
FORT MYERS;Tipo - Apto. 1801;3S;128.73;Vendida; 2,045,377 ;15,889;
FORT MYERS;Tipo - Apto. 1805;3S;85.24;Vendida; 1,113,279 ;13,061;
FORT MYERS;Tipo - Apto. 1901;3S;128.73;Vendida; 2,067,270 ;16,059;
FORT MYERS;Tipo - Apto. 2002;3S;88.28;Vendida; 1,404,224 ;15,906;
FORT MYERS;Tipo - Apto. 2201;3S;128.73;Vendida; 2,132,949 ;16,569;
FORT MYERS;Tipo - Apto. 2302;3S;88.28;Vendida; 1,434,084 ;16,245;
FORT MYERS;Tipo - Apto. 2402;3S;88.28;Vendida; 1,444,037 ;16,357;
FORT MYERS;Tipo - Apto. 2501;3S;128.73;Vendida; 2,198,628 ;17,079;
FORT MYERS;Tipo - Apto. 2504;3S;85.88;Vendida; 1,178,143 ;13,718;
FORT MYERS;Tipo - Apto. 2701;3S;128.73;Vendida; 2,242,415 ;17,42;
FORT MYERS;Tipo - Apto. 3102;3S;88.28;Vendida; 1,513,708 ;17,147;
FORT MYERS;Tipo - Apto. 702;3S;88.28;Vendida; 1,243,350 ;14,084;
FORT MYERS;Tipo - Apto. 804;3S;85.88;Vendida; 1,040,917 ;12,121;
FORT MYERS;Tipo - Apto. 1303;3S;124.25;Vendida; 1,879,308 ;15,125;
FORT MYERS;Tipo - Apto. 1703;3S;124.25;Vendida; 1,855,410 ;14,933;
FORT MYERS;Tipo - Apto. 2203;3S;124.25;Vendida; 2,058,719 ;16,569;
FORT MYERS;Tipo - Apto. 2502;3S;88.28;Vendida; 1,453,990 ;16,47;
FORT MYERS;Tipo - Apto. 2801;3S;128.73;Vendida; 2,264,308 ;17,59;
FORT MYERS;Tipo - Apto. 2904;3S;85.88;Vendida; 1,210,431 ;14,094;
FORT MYERS;Sky View - Apto. 3502;3S;88.78;Vendida; 1,541,823 ;17,367;
FORT MYERS;Tipo - Apto. 1602;3S;88.28;Vendida; 1,364,412 ;15,456;
FORT MYERS;Tipo - Apto. 1904;3S;85.88;Vendida; 1,129,710 ;13,155;
FORT MYERS;Tipo - Apto. 2004;3S;85.88;Vendida; 1,137,782 ;13,249;
FORT MYERS;Tipo - Apto. 2104;3S;85.88;Vendida; 1,145,854 ;13,343;
BAL HARBOUR;Apto. 1004;3S;115.54;Vendida; 1,860,087 ;16,099;
BAL HARBOUR;Apto. 703;3S;129.68;Vendida; 2,298,401 ;17,724;
FORT MYERS;Tipo - Apto. 1605;3S;85.24;Vendida; 1,097,597 ;12,877;
FORT MYERS;Tipo - Apto. 1705;3S;85.24;Vendida; 1,105,665 ;12,971;
FORT MYERS;Tipo - Apto. 2005;3S;85.24;Vendida; 1,129,655 ;13,253;
FORT MYERS;Tipo - Apto. 2103;3S;124.25;Vendida; 2,165,956 ;17,432;
FORT MYERS;Tipo - Apto. 2105;3S;85.24;Vendida; 1,137,669 ;13,347;
FORT MYERS;Tipo - Apto. 2604;3S;85.88;Vendida; 1,269,250 ;14,779;
FORT MYERS;Tipo - Apto. 801;3S;128.73;Vendida;2004100.57;1.556.824.804;
OCEAN PARK;Apto 1506 S;3S;80.03;Vendida;1212697.63;1.515.303.799;
FORT MYERS;Sky View - Apto. 3603;3S;134.83;Vendida;2495000;185.047.838;
FORT MYERS;Tipo - Apto. 1203;3S;124.25;Vendida;2012646.9;1.619.836.539;
TROPICAL BEACH;Apto. 704;3S;84.24;Vendida;1054472.05;1.251.747.448;
FORT MYERS;Tipo - Apto. 602;3S;88.28;Vendida;1418688.02;1.607.032.193;
BAL HARBOUR;Apto. 1603;3S;129.68;Vendida;2563469.44;1.976.765.453;
FORT MYERS;Tipo - Apto. 1001;3S;128.73;Vendida;2055266.88;1.596.571.801;
FORT MYERS;Tipo - Apto. 2503;3S;124.25;Vendida;2220408.65;1.787.049.215;
OCEAN PARK;Apto 1804 S;3S;82.29;Vendida;1236623.05;1.502.762.243;
FORT MYERS;Beach House - Apto. 3203;3S;209.76;Vendida;3361515.01;1.602.552.922;
FORT MYERS;Sky View - Apto. 3403;3S;134.83;Vendida;2493473.63;184.934.631;
CORAL GABLES;Apartamento1801;3S;126.83;Vendida;2804332.98;2.211.095.939;
PALM SPRINGS;Apartamento1801;3S;563.56;Vendida;11500000;2.040.599.049;
PALM SPRINGS;Apartamento1802;3S;554;Vendida;11500000;2.075.812.274;
FORT MYERS;Tipo - Apto. 1105;3S;85.24;Vendida;1058860.1;1.242.210.347;
FORT MYERS;Tipo - Apto. 2603;4S;124.25;Vendida;2242518.65;1.804.843.984;
FORT MYERS;Tipo diferenciado - Apto. 501;3S;139.5;Vendida;1952612.54;1.399.722.251;
TROPICAL BEACH;Apto. 901;3S;110.25;Vendida;1565063.93;141.955.912;
FORT MYERS;Tipo - Apto. 1405;Sala;85.24;Vendida;1082933.84;1.270.452.651;
BAL HARBOUR;Apto. 2003;3S;129.68;Vendida;2754718.12;2.124.242.844;
DOLPHIN BAY;Apto. 802;3S;119.25;Vendida;1849889.25;1.551.269.811;
OCEAN PARK;Apto 1105 N;3S;79.69;Vendida;1194606;1.499.066.382;
FORT MYERS;Sky View - Apto. 3601;4S;133.82;Vendida;2530557.95;1.891.016.253;
FORT MYERS;Tipo - Apto. 1704;3S;85.88;Vendida;1221676.38;1.422.538.868;
FORT MYERS;Tipo - Apto. 2205;3S;85.24;Vendida;1161147.7;1.362.209.878;
FORT MYERS;Tipo - Apto. 1305;4S;85.24;Vendida;1088043.97;1.276.447.642;
FORT MYERS;Tipo - Apto. 3001;Garden;128.73;Vendida;2444514.35;1.898.946.904;
TROPICAL BEACH;Apto. 1001;3S;110.25;Vendida;1518148.16;1.377.005.134;
TROPICAL BEACH;Apto. 505;3S;110.46;Vendida;1176001.81;1.064.640.422;
FORT MYERS;Tipo - Apto. 1205;3S;85.24;Vendida;1079921.35;1.266.918.524;
FORT MYERS;Tipo - Apto. 1804;4S;85.88;Vendida;1230532.17;1.432.850.687;
OCEAN PARK;Apto 1401 N;3S;121.37;Vendida;2008067.58;1.654.500.766;
BAL HARBOUR;Apto. 602;4S;144.61;Vendida;2682265;1.854.826.775;
CORAL GABLES;Apartamento3001;3S;206.17;Vendida;4500000;2.182.664.791;
FORT MYERS;Tipo - Apto. 3202;3S;88.15;Vendida;1824782.79;2.070.088.247;
BAL HARBOUR;Apto. 1504;4S;115.54;Vendida;1954160.29;169.132.793;
FORT MYERS;Tipo - Apto. 1304;3S;85.88;Vendida;1189863.88;1.385.495.901;
FORT MYERS;Tipo - Apto. 901;4S;128.73;Vendida;2065257.57;1.604.332.766;
FORT MYERS;Tipo - Apto. 905;3S;85.24;Vendida;1058766.32;1.242.100.328;
OCEAN PARK;Apto 505 N;4S;79.69;Vendida;1109449.76;1.392.207.002;
BAL HARBOUR;Apto. 1602;3S;144.61;Vendida;3034262.61;2.098.238.441;
FORT MYERS;Tipo - Apto. 2303;4S;124.25;Vendida;2247543.23;1.808.887.911;
FORT MYERS;Tipo - Apto. 2304;3S;85.88;Vendida;1278691.44;1.488.928.086;
FORT MYERS;Tipo - Apto. 2704;4S;85.88;Vendida;1299077.63;1.512.666.081;
SUNNY ISLAND;Apto 502;4S;136.45;Vendida;1934791.66;1.417.949.183;
BAL HARBOUR;Apto. 1801;4S;165.29;Vendida;3716200.52;2.248.291.197;
ROYAL BAY;Apto. 1601;3S;132.14;Vendida;2559584.19;1.937.024.512;
FORT MYERS;Tipo - Apto. 3105;3S;85.24;Vendida;1238008.23;1.452.379.435;
FORT MYERS;Tipo - Apto. 2803;Sala;124.25;Vendida;2328833.32;1.874.312.531;
BAL HARBOUR;Apto. 2201;4S;165.29;Vendida;3962282.9;2.397.170.367;
FORT MYERS;Tipo - Apto. 2305;4S;85.24;Vendida;1176419.35;1.380.125.939;
FORT MYERS;Tipo - Apto. 2401;4S;128.73;Vendida;2335802.07;1.814.497.064;
TROPICAL BEACH;Apto. 504;4S;134.45;Vendida;1440448.88;1.071.363.987;
EMERALD COAST;Apto. 2002;3S;145.28;Vendida;2968247.54;204.312.193;
FORT MYERS;Tipo - Apto. 3004;4S;85.88;Vendida;1329475.87;1.548.062.261;
FORT MYERS;Tipo - Apto. 505;4S;85.24;Vendida;1034778.11;1.213.958.365;
BAL HARBOUR;Apto. 1303;4S;129.68;Vendida;2563752.93;1.976.984.061;
FORT MYERS;Tipo - Apto. 2405;4S;85.24;Vendida;1194878.8;1.401.781.793;
FORT MYERS;Tipo - Apto. 504;4S;85.88;Vendida;1128179.4;1.313.669.539;
OCEAN PARK;Apto 2202 N;4S;122.55;Vendida;2280000;1.860.465.116;
EMERALD COAST;Apto. 1202;4S;145.28;Vendida;2639859.81;181.708.412;
FORT MYERS;Tipo - Apto. 1701;4S;128.73;Vendida;2247753.21;1.746.098.975;
FORT MYERS;Tipo - Apto. 2505;4S;85.24;Vendida;1203122.08;1.411.452.464;
ROYAL BAY;Apto. 2701;3S;235.26;Vendida;4391200.91;1.866.531.034;
ROYAL BAY;Apto. 1101;3S;191.67;Vendida;3552067.73;1.853.220.499;
EMERALD COAST;Apto. 1702;4S;145.28;Vendida;2922343.05;2.011.524.676;
BAL HARBOUR;Apto. 1601;4S;165.29;Vendida;3677642.35;2.224.963.609;
FORT MYERS;Tipo - Apto. 904;4S;85.88;Vendida;1180175.64;1.374.214.765;
TROPICAL BEACH;Apto. 2002;4S;110.26;Vendida;2067353.35;1.874.980.365;
FORT MYERS;Tipo - Apto. 3002;4S;88.28;Vendida;1852940.7;2.098.935.999;
FORT MYERS;Tipo - Apto. 1501;4S;128.73;Vendida;2242763.88;1.742.223.165;
BLUE COAST;Apartamento 2903;4S;131.52;Vendida;2853949.57;2.169.973.821;
FORT MYERS;Tipo - Apto. 2903;Sala;124.25;Vendida;2396655.46;1.928.897.755;
FORT MYERS;Tipo - Apto. 1201;4S;128.73;Vendida;2185009.14;1.697.358.145;
FORT MYERS;Tipo - Apto. 803;4S;124.25;Vendida;2026928.54;1.631.330.817;
BAL HARBOUR;Apto. 1302;4S;144.61;Vendida;3071418.02;2.123.931.969;
BAL HARBOUR;Apto. 1403;4S;129.68;Vendida;2650629.07;2.043.976.766;
FORT MYERS;Tipo - Apto. 2804;4S;85.88;Vendida;1348094.11;1.569.741.628;
FORT MYERS;Tipo - Apto. 1104;4S;85.88;Vendida;1208157.82;1.406.797.648;
CORAL GABLES;Síndico;4S;100;Vendida;0;0;
PALM SPRINGS;Síndico;4S;100;Vendida;0;0;
SUNNY ISLAND;Apto 2402;4S;122.79;Vendida;2575457.98;2.097.449.287;
THE WAVE;Síndico;4S;100;Vendida;0;0;
SOUTH BEACH TOWER;Síndico;5S;100;Vendida;0;0;
EMERALD COAST;Apto. 2303;5S;125.54;Vendida;2267000;1.805.798.949;
FORT MYERS;Tipo - Apto. 1401;5S;128.73;Vendida;2130382.14;1.654.922.815;
CORAL GABLES;Apartamento 402;4S;198.44;Vendida;2178140.28;1.097.631.667;
FORT MYERS;Tipo - Apto. 1505;4S;85.24;Vendida;1152560.66;1.352.135.922;
