Empreendimento;Unidade;Tipo;Área Privativa (m²);Situação;Valor VGV;Valor m²;Chave
PARADISE BAY;Apto 1105;3S;81.53;Vendida;957,406;11,743;
EMERALD COAST;Apto. 1301;3S;147.13;Vendida; 2,570,064 ;17,468;
EMERALD COAST;Apto. 2004;3S;83.11;Vendida; 1,375,734 ;16,553;
ROYAL BAY;Apto. 1303;2S;132.52;Vendida; 1,670,303 ;12,604;
ROYAL BAY;Apto. 1403;3S;132.52;Vendida; 1,622,087 ;12,24;
ROYAL BAY;Apto. 1503;3S;132.52;Vendida; 1,734,710 ;13,09;
EMERALD COAST;Apto. 901;3S;147.13;Vendida; 2,447,389 ;16,634;
OCEAN PARK;Apto 2105 S;3S;80.91;Vendida; 1,090,472 ;13,478;
ROYAL BAY;Apto. 2502;3S;138.06;Vendida; 2,216,682 ;16,056;
ROYAL BAY;Apto. 1401;3S;132.14;Vendida; 1,802,471 ;13,641;
ROYAL BAY;Apto. 1402;3S;138.06;Vendida; 1,937,500 ;14,034;
ROYAL BAY;Apto. 1903;3S;132.52;Vendida; 1,843,710 ;13,913;
ROYAL BAY;Apto. 2301;3S;132.14;Vendida; 1,963,739 ;14,861;
ROYAL BAY;Apto. 3801;3S;132.14;Vendida; 2,223,732 ;16,829;
ROYAL BAY;Apto. 1003;3S;132.52;Vendida; 1,645,497 ;12,417;
ROYAL BAY;Apto. 1103;3S;132.52;Vendida; 1,653,724 ;12,479;
ROYAL BAY;Apto. 1901;Garden;132.14;Vendida; 1,850,204 ;14,002;
ROYAL BAY;Apto. 2001;3S;132.14;Vendida; 1,877,957 ;14,212;
ROYAL BAY;Apto. 2002;3S;138.06;Vendida; 2,011,200 ;14,568;
ROYAL BAY;Apto. 2101;2S;132.14;Vendida; 1,991,127 ;15,068;
ROYAL BAY;Apto. 3103;Sala;132.52;Vendida; 2,067,657 ;15,603;
ROYAL BAY;Apto. 3701;3S;132.14;Vendida; 2,201,715 ;16,662;
ROYAL BAY;Apto. 1701;3S;132.14;Vendida; 1,795,922 ;13,591;
ROYAL BAY;Apto. 1702;3S;138.06;Vendida; 1,931,850 ;13,993;
ROYAL BAY;Apto. 1703;3S;132.52;Vendida; 1,789,210 ;13,501;
ROYAL BAY;Apto. 1803;3S;132.52;Vendida; 1,816,460 ;13,707;
ROYAL BAY;Apto. 2103;3S;132.52;Vendida; 1,685,729 ;12,721;
ROYAL BAY;Apto. 2201;3S;132.14;Vendida; 2,019,719 ;15,285;
ROYAL BAY;Apto. 2202;3S;138.06;Vendida; 2,051,400 ;14,859;
ROYAL BAY;Apto. 2501;3S;132.14;Vendida; 2,108,093 ;15,953;
ROYAL BAY;Apto. 3001;3S;132.14;Vendida; 2,053,976 ;15,544;
ROYAL BAY;Apto. 3301;Sala;132.14;Vendida; 2,200,805 ;16,655;
ROYAL BAY;Apto. 3601;3S;132.14;Vendida; 2,179,916 ;16,497;
ROYAL BAY;Apto. 701;3S;132.14;Vendida; 1,616,410 ;12,233;
ROYAL BAY;Apto. 903;3S;132.52;Vendida; 1,637,310 ;12,355;
EMERALD COAST;Apto. 1904;3S;83.11;Vendida; 1,243,008 ;14,956;
ROYAL BAY;Apto. 1502;Garden;138.06;Vendida; 1,878,950 ;13,61;
ROYAL BAY;Apto. 1603;Garden;132.52;Vendida; 1,846,960 ;13,937;
ROYAL BAY;Apto. 2503;3S;132.52;Vendida; 1,999,255 ;15,086;
ROYAL BAY;Apto. 3101;3S;132.14;Vendida; 2,074,115 ;15,696;
ROYAL BAY;Apto. 3201;3S;132.14;Vendida; 2,094,857 ;15,853;
ROYAL BAY;Apto. 3501;3S;132.14;Vendida; 2,158,333 ;16,334;
PARADISE BAY;Apto 1205;3S;81.53;Vendida;978,956;12,007;
ROYAL BAY;Apto. 3401;3S;132.14;Vendida; 2,159,497 ;16,342;
PARADISE BAY;Apto 1106;3S;81.1;Vendida; 1,001,992 ;12,355;
PARADISE BAY;Apto 1503;3S;81.14;Vendida; 1,081,966 ;13,335;
PARADISE BAY;Apto 2405;3S;81.53;Vendida; 1,111,056 ;13,628;
ROYAL BAY;Apto. 3803;3S;132.52;Vendida; 2,220,823 ;16,758;
ROYAL BAY;Apto. 2703;3S;132.52;Vendida; 2,043,715 ;15,422;
ROYAL BAY;Apto. 2601;3S;132.14;Vendida; 2,147,635 ;16,253;
ROYAL BAY;Apto. 2901;3S;132.14;Vendida; 2,067,631 ;15,647;
PARADISE BAY;Apto 1705;3S;81.53;Vendida; 1,051,070 ;12,892;
ROYAL BAY;Apto. 3002;3S;138.06;Vendida; 2,320,642 ;16,809;
PARADISE BAY;Apto 1202;3S;122.21;Vendida; 1,640,585 ;13,424;
ROYAL BAY;Apto. 2302;3S;138.06;Vendida; 2,050,000 ;14,849;
ROYAL BAY;Apto. 2602;3S;138.06;Vendida; 2,186,473 ;15,837;
PARADISE BAY;Apto 1302;3S;122.21;Vendida; 1,674,626 ;13,703;
ROYAL BAY;Apto. 2902;3S;138.06;Vendida; 2,372,243 ;17,183;
SUNNY ISLAND;Apto 2502;3S;122.79;Vendida; 1,922,241 ;15,655;
ROYAL BAY;Apto. 2401;3S;132.14;Vendida; 2,017,481 ;15,268;
ROYAL BAY;Apto. 2402;3S;138.06;Vendida; 2,125,768 ;15,397;
ROYAL BAY;Apto. 2702;3S;138.06;Vendida; 2,222,870 ;16,101;
PARADISE BAY;Apto 1101;3S;123.48;Vendida; 1,700,595 ;13,772;
PARADISE BAY;Apto 1102;3S;122.21;Vendida; 1,609,151 ;13,167;
PARADISE BAY;Apto 1301;3S;123.48;Vendida; 1,760,522 ;14,258;
ROYAL BAY;Apto. 2802;3S;138.06;Vendida; 2,252,559 ;16,316;
OCEAN PARK;Apto 1904 S;3S;82.29;Vendida; 1,020,276 ;12,399;
ROYAL BAY;Apto. 3703;3S;132.52;Vendida; 2,202,362 ;16,619;
PARADISE BAY;Apto 901;3S;123.48;Vendida; 1,640,311 ;13,284;
ROYAL BAY;Apto. 3203;3S;132.52;Vendida; 2,104,558 ;15,881;
ROYAL BAY;Apto. 3403;3S;132.52;Vendida; 2,137,469 ;16,129;
ATLANTIC;Síndico;3S;100;Vendida; -   ; -   ;
EMERALD COAST;Sala Com. 01;Garden;50.73;Vendida;760,95;15;
EMERALD COAST;Sala Com. 02;3S;50.3;Vendida;754,5;15;
EMERALD COAST;Sala Com. 03;3S;51.63;Vendida;774,45;15;
GOLD COAST;Sala Com. 01;3S;111.19;Vendida; 1,667,850 ;15;
GOLD COAST;Sala Com. 02;3S;76.01;Vendida; 1,140,000 ;14,998;
GOLD COAST;Sala Com. 03;3S;82.33;Vendida; 1,234,950 ;15;
GOLD COAST;Sala Com. 04;3S;59.36;Vendida;890,4;15;
GOLD COAST;Sala Com. 05;3S;109.19;Vendida; 1,637,850 ;15;
KEY WEST;Síndico;Garden;100;Vendida; -   ; -   ;
PARADISE BAY;Sala Com. 03;3S;97.06;Vendida; 1,455,900 ;15;
PARADISE BAY;Sala Com. 04;3S;108.28;Vendida; 1,624,200 ;15;
PARADISE BAY;Sala Com. 05;3S;107.87;Vendida; 1,618,050 ;15;
PARADISE BAY;Sala Com. 06;3S;109.93;Vendida; 1,648,950 ;15;
PARADISE BAY;Apto 1201;3S;123.48;Vendida; 1,730,559 ;14,015;
EMERALD COAST;Apto. 1501;3S;147.13;Vendida; 2,646,473 ;17,987;
PARADISE BAY;Apto 701;3S;123.48;Vendida; 1,582,450 ;12,815;
ROYAL BAY;Apto. 1501;3S;132.14;Vendida; 3,424,627 ;25,917;
ROYAL BAY;Apto. 3503;3S;132.52;Vendida; 2,158,885 ;16,291;
ROYAL BAY;Sala Com. 01;3S;48.56;Vendida;728,4;15;
ROYAL BAY;Sala Com. 02;3S;50.44;Vendida;756,6;15;
ROYAL BAY;Sala Com. 03;3S;46.68;Vendida;700,2;15;
ROYAL BAY;Sala Com. 04;3S;49.54;Vendida;743,1;15;
ROYAL BAY;Sala Com. 05;3S;123.58;Vendida; 1,853,700 ;15;
GOLD COAST;Apto. 903 S;3S;125.03;Vendida; 1,779,956 ;14,236;
PARADISE BAY;Apto 1604;Garden;79.9;Vendida; 1,148,119 ;14,369;
PARADISE BAY;Apto 601;3S;123.48;Vendida; 1,552,487 ;12,573;
ROYAL BAY;Apto. 2903;3S;132.52;Vendida; 2,069,434 ;15,616;
ROYAL BAY;Apto. 3302;3S;252.81;Vendida; 4,421,143 ;17,488;
ROYAL BAY;Apto. 3303;3S;132.52;Vendida; 2,063,360 ;15,57;
CORAL GABLES;Apartamento3101;3S;206.17;Vendida; 1,513,787 ;7,342;
OCEAN PARK;Apto 2204 S;3S;82.29;Vendida; 1,056,390 ;12,837;
PARADISE BAY;Apto 2306;3S;81.1;Vendida; 1,140,989 ;14,069;
PARADISE BAY;Apto 702;3S;122.21;Vendida; 1,634,745 ;13,377;
TROPICAL BEACH;Apto. 1203;3S;84.29;Vendida; 1,047,199 ;12,424;
TROPICAL BEACH;Apto. 1503;3S;84.29;Vendida; 1,093,995 ;12,979;
TROPICAL BEACH;Apto. 1803;3S;84.29;Vendida; 1,128,085 ;13,383;
TROPICAL BEACH;Apto. 2004;3S;84.24;Vendida; 1,101,774 ;13,079;
TROPICAL BEACH;Apto. 2203;3S;84.29;Vendida; 1,159,057 ;13,751;
TROPICAL BEACH;Apto. 604;3S;84.24;Vendida;937,81;11,133;
TROPICAL BEACH;Apto. 903;Garden;84.29;Vendida; 1,012,571 ;12,013;
TROPICAL BEACH;Apto. 1603;3S;84.29;Vendida; 1,112,599 ;13,2;
TROPICAL BEACH;Apto. 1903;3S;84.29;Vendida; 1,135,828 ;13,475;
TROPICAL BEACH;Apto. 701;3S;110.25;Vendida; 1,220,705 ;11,072;
TROPICAL BEACH;Apto. 904;3S;84.24;Vendida;972,234;11,541;
TROPICAL BEACH;Apto. 2005;3S;82.76;Vendida; 1,068,268 ;12,908;
TROPICAL BEACH;Apto. 2403;3S;84.29;Vendida; 1,174,544 ;13,935;
TROPICAL BEACH;Apto. 2404;3S;84.24;Vendida; 1,132,564 ;13,444;
TROPICAL BEACH;Apto. 605;3S;82.76;Vendida;862,778;10,425;
TROPICAL BEACH;Apto. 2201;3S;110.25;Vendida; 1,766,606 ;16,024;
TROPICAL BEACH;Apto. 804;3S;84.24;Vendida;960,759;11,405;
THE WAVE;Apartamento1603;3S;120.29;Vendida; 1,872,372 ;15,565;
TROPICAL BEACH;Apto. 1003;3S;84.29;Vendida;972,908;11,542;
TROPICAL BEACH;Apto. 705;3S;82.76;Vendida;874,106;10,562;
TROPICAL BEACH;Apto. 801;3S;110.25;Vendida; 1,237,705 ;11,226;
TROPICAL BEACH;Apto. 1104;3S;84.24;Vendida;985;11,693;
TROPICAL BEACH;Apto. 601;3S;110.25;Vendida; 1,203,705 ;10,918;
TROPICAL BEACH;Apto. 702;3S;110.26;Vendida; 1,251,102 ;11,347;
EMERALD COAST;Apto. 1101;3S;147.13;Vendida; 2,580,866 ;17,541;
TROPICAL BEACH;Apto. 1901;3S;110.25;Vendida; 1,669,246 ;15,141;
ROYAL BAY;Apto. 3003;3S;132.52;Vendida; 2,094,019 ;15,802;
TROPICAL BEACH;Apto. 2301;3S;110.25;Vendida; 1,778,822 ;16,134;
TROPICAL BEACH;Apto. 805;3S;82.76;Vendida;885,433;10,699;
OCEAN PARK;Apto 1203 S;3S;79.8;Vendida;917,2;11,494;
TROPICAL BEACH;Apto. 1802;3S;110.26;Vendida; 1,734,586 ;15,732;
TROPICAL BEACH;Apto. 2101;3S;110.25;Vendida; 1,748,956 ;15,864;
TROPICAL BEACH;Apto. 603;3S;84.29;Vendida;977,944;11,602;
TROPICAL BEACH;Apto. 803;3S;84.29;Vendida; 1,001,029 ;11,876;
CORAL GABLES;Apartamento2902;3S;132.13;Vendida; 2,482,138 ;18,786;
OCEAN PARK;Apto 704 S;3S;82.29;Vendida;881,198;10,708;
TROPICAL BEACH;Apto. 2302;3S;110.26;Vendida; 1,820,635 ;16,512;
TROPICAL BEACH;Apto. 602;3S;110.26;Vendida; 1,234,102 ;11,193;
OCEAN PARK;Apto 1204 S;3S;82.29;Vendida;922,548;11,211;
CORAL GABLES;Apartamento3002;3S;136.24;Vendida; 2,572,704 ;18,884;
CORAL GABLES;Apartamento3202;3S;135.96;Vendida; 2,637,926 ;19,402;
CORAL GABLES;Apartamento2602;3S;136.24;Vendida; 2,445,913 ;17,953;
CORAL GABLES;Apartamento2702;3S;132.13;Vendida; 2,477,107 ;18,747;
CORAL GABLES;Apartamento3102;3S;131.85;Vendida; 2,605,924 ;19,764;
ROYAL BAY;Apto. 2603;3S;132.52;Vendida; 2,051,370 ;15,48;
OCEAN PARK;Apto 1604 S;3S;82.29;Vendida; 1,009,833 ;12,272;
PARADISE BAY;Apto 606;3S;81.1;Vendida;953,713;11,76;
PARADISE BAY;Apto 801;3S;123.48;Vendida;950;7,694;
PARADISE BAY;Apto 802;3S;122.21;Vendida;950;7,774;
PARADISE BAY;Sala Com. 01;3S;32.85;Vendida;480;14,612;
PARADISE BAY;Sala Com. 02;3S;31.93;Vendida;480;15,033;
ROYAL BAY;Apto. 1802;3S;138.06;Vendida; 2,056,215 ;14,894;
ROYAL BAY;Apto. 2803;3S;132.52;Vendida; 2,074,970 ;15,658;
ROYAL BAY;Apto. 1203;3S;132.52;Vendida; 1,724,651 ;13,014;
PARADISE BAY;Apto 505;3S;84.35;Vendida;932,316;11,053;
TROPICAL BEACH;Apto. 1303;3S;84.29;Vendida; 1,060,527 ;12,582;
TROPICAL BEACH;Apto. 1703;3S;84.29;Vendida; 1,122,232 ;13,314;
TROPICAL BEACH;Apto. 2001;3S;110.25;Vendida; 1,734,261 ;15,73;
EMERALD COAST;Apto. 2502;3S;145.28;Vendida; 3,107,980 ;21,393;
OCEAN PARK;Apto 2104 S;3S;82.29;Vendida; 1,047,839 ;12,733;
PARADISE BAY;Apto 2205;3S;81.53;Vendida; 1,099,640 ;13,488;
ROYAL BAY;Apto. 3603;3S;132.52;Vendida; 2,197,707 ;16,584;
TROPICAL BEACH;Apto. 703;3S;84.29;Vendida;991,155;11,759;
EMERALD COAST;Apto. 1701;3S;147.13;Vendida; 2,702,991 ;18,371;
TROPICAL BEACH;Apto. 1702;3S;110.26;Vendida; 1,738,976 ;15,772;
TROPICAL BEACH;Apto. 2501;3S;110.25;Vendida; 1,845,265 ;16,737;
TROPICAL BEACH;Apto. 2503;3S;84.29;Vendida; 1,200,769 ;14,246;
OCEAN PARK;apto 2404 S;3S;82.29;Vendida; 1,031,809 ;12,539;
TROPICAL BEACH;Apto. 1801;3S;110.25;Vendida; 1,707,595 ;15,488;
ROYAL BAY;Apto. 1602;3S;138.06;Vendida; 2,020,077 ;14,632;
ROYAL BAY;Apto. 2003;Garden;132.52;Vendida; 2,152,481 ;16,243;
ROYAL BAY;Apto. 2203;3S;132.52;Vendida; 2,056,563 ;15,519;
TROPICAL BEACH;Apto. 2102;3S;110.26;Vendida; 1,805,716 ;16,377;
TROPICAL BEACH;Apto. 2303;3S;84.29;Vendida; 1,176,652 ;13,96;
TROPICAL BEACH;Apto. 2401;3S;110.25;Vendida; 1,806,047 ;16,381;
TROPICAL BEACH;Apto. 503;3S;84.29;Vendida;977,72;11,599;
EMERALD COAST;Apto. 1901;3S;147.13;Vendida; 2,768,577 ;18,817;
TROPICAL BEACH;Apto. 1904;Garden;84.24;Vendida; 1,103,314 ;13,097;
TROPICAL BEACH;Apto. 2104;3S;84.24;Vendida; 1,118,839 ;13,282;
TROPICAL BEACH;Apto. 2502;3S;110.26;Vendida; 1,887,890 ;17,122;
TROPICAL BEACH;Apto. 2504;3S;84.24;Vendida; 1,149,890 ;13,65;
ROYAL BAY;Apto. 702;3S;138.06;Vendida; 1,856,982 ;13,451;
TROPICAL BEACH;Apto. 1403;3S;84.29;Vendida; 1,084,345 ;12,864;
TROPICAL BEACH;Apto. 2204;3S;84.24;Vendida; 1,126,602 ;13,374;
TROPICAL BEACH;Apto. 502;3S;110.26;Vendida; 1,227,379 ;11,132;
TROPICAL BEACH;Apto. 2003;3S;84.29;Vendida; 1,147,227 ;13,61;
TROPICAL BEACH;Apto. 2103;3S;84.29;Vendida; 1,161,036 ;13,774;
OCEAN PARK;Apto 2305 S;3S;80.91;Vendida; 1,154,917 ;14,274;
TROPICAL BEACH;Apto. 1004;3S;84.24;Vendida;992,015;11,776;
TROPICAL BEACH;Apto. 1504;3S;84.24;Vendida; 1,062,261 ;12,61;
TROPICAL BEACH;Apto. 1804;3S;84.24;Vendida; 1,095,551 ;13,005;
BLUE COAST;Apartamento 3101;3S;131.99;Vendida; 2,556,255 ;19,367;
EMERALD COAST;Apto. 1903;3S;125.54;Vendida; 2,027,571 ;16,151;
OCEAN PARK;Apto 602 N;3S;122.55;Vendida; 1,549,330 ;12,642;
EMERALD COAST;Apto. 1302;3S;145.28;Vendida; 2,611,528 ;17,976;
TROPICAL BEACH;Apto. 1005;3S;82.76;Vendida;915,755;11,065;
TROPICAL BEACH;Apto. 1305;3S;82.76;Vendida;958,138;11,577;
EMERALD COAST;Apto. 1703;3S;125.54;Vendida; 2,010,633 ;16,016;
TROPICAL BEACH;Apto. 2402;3S;110.26;Vendida; 1,856,715 ;16,839;
EMERALD COAST;Apto. 1804;3S;83.11;Vendida; 1,287,085 ;15,487;
TROPICAL BEACH;Apto. 1103;3S;84.29;Vendida; 1,049,167 ;12,447;
TROPICAL BEACH;Apto. 1701;3S;110.25;Vendida; 1,705,175 ;15,466;
TROPICAL BEACH;Apto. 2304;Sala;84.24;Vendida; 1,139,542 ;13,527;
BREEZE TOWER;Síndico;3S;100;Vendida; -   ; -   ;
ROYAL BAY;Apto. 2102;3S;138.06;Vendida; 2,163,697 ;15,672;
TROPICAL BEACH;Apto. 1604;3S;84.24;Vendida; 1,084,955 ;12,879;
TROPICAL BEACH;Apto. 1704;3S;84.24;Vendida; 1,092,753 ;12,972;
TROPICAL BEACH;Apto. 2105;3S;82.76;Vendida; 1,091,793 ;13,192;
BLUE COAST;Apartamento 2901;3S;131.99;Vendida; 2,533,181 ;19,192;
TROPICAL BEACH;Apto. 1404;3S;84.24;Vendida; 1,049,262 ;12,456;
TROPICAL BEACH;Apto. 1805;3S;82.76;Vendida; 1,063,027 ;12,845;
TROPICAL BEACH;Apto. 1905;3S;82.76;Vendida; 1,072,616 ;12,961;
CORAL GABLES;Apartamento2502;3S;132.13;Vendida; 2,299,395 ;17,403;
GOLD COAST;Apto. 1103 N;3S;125.03;Vendida; 1,896,518 ;15,169;
ROYAL BAY;Apto. 703;3S;132.52;Vendida; 1,790,600 ;13,512;
TROPICAL BEACH;Apto. 2305;3S;82.76;Vendida; 1,110,971 ;13,424;
PARADISE BAY;Apto 2005;3S;81.53;Vendida; 1,094,733 ;13,427;
TROPICAL BEACH;Apto. 1002;3S;110.26;Vendida; 1,561,531 ;14,162;
TROPICAL BEACH;Apto. 1902;3S;110.26;Vendida; 1,767,519 ;16,03;
OCEAN PARK;Apto 501 N;3S;121.37;Vendida; 1,659,184 ;13,67;
TROPICAL BEACH;Apto. 1204;3S;84.24;Vendida; 1,057,550 ;12,554;
TROPICAL BEACH;Apto. 1602;3S;110.26;Vendida; 1,736,609 ;15,75;
TROPICAL BEACH;Apto. 1105;3S;82.76;Vendida;931,41;11,254;
TROPICAL BEACH;Apto. 2205;3S;82.76;Vendida; 1,103,948 ;13,339;
ROYAL BAY;Apto. 1301;3S;191.67;Vendida; 3,352,444 ;17,491;
ROYAL BAY;Apto. 803;3S;132.52;Vendida; 1,824,266 ;13,766;
TROPICAL BEACH;Apto. 1201;3S;110.25;Vendida; 1,553,059 ;14,087;
CORAL GABLES;Apartamento1802;3S;136.35;Vendida; 2,278,910 ;16,714;
EMERALD COAST;Apto. 1602;3S;145.28;Vendida; 2,582,766 ;17,778;
EMERALD COAST;Apto. 2003;3S;125.54;Vendida; 2,094,263 ;16,682;
GOLD COAST;Apto. 1203 N;3S;125.03;Vendida; 1,965,898 ;15,723;
EMERALD COAST;Apto. 801;Garden;147.13;Vendida; 2,499,011 ;16,985;
TROPICAL BEACH;Apto. 2505;3S;82.76;Vendida; 1,132,781 ;13,688;
TROPICAL BEACH;Apto. 902;3S;110.26;Vendida; 1,542,305 ;13,988;
TROPICAL BEACH;Apto. 2405;3S;82.76;Vendida; 1,123,170 ;13,571;
THE WAVE;Apartamento1303;Garden;120.29;Vendida; 1,881,439 ;15,641;
DOLPHIN BAY;Apto. 1001;3S;80.77;Vendida; 1,117,833 ;13,84;
DOLPHIN BAY;Apto. 1101;Garden;80.77;Vendida; 1,013,035 ;12,542;
DOLPHIN BAY;Apto. 1201;3S;80.77;Vendida; 1,146,791 ;14,198;
DOLPHIN BAY;Apto. 1202;3S;119.25;Vendida; 1,514,913 ;12,704;
DOLPHIN BAY;Apto. 1401;3S;80.77;Vendida; 1,238,446 ;15,333;
DOLPHIN BAY;Apto. 1402;3S;119.25;Vendida; 1,828,460 ;15,333;
DOLPHIN BAY;Apto. 1403;3S;80.68;Vendida; 1,097,663 ;13,605;
DOLPHIN BAY;Apto. 1501;3S;80.77;Vendida; 1,254,408 ;15,531;
DOLPHIN BAY;Apto. 1601;3S;80.77;Vendida; 1,297,892 ;16,069;
DOLPHIN BAY;Apto. 701;3S;80.77;Vendida; 1,124,317 ;13,92;
DOLPHIN BAY;Apto. 801;3S;80.77;Vendida; 1,155,065 ;14,301;
DOLPHIN BAY;Apto. 901;3S;80.77;Vendida; 1,169,810 ;14,483;
TROPICAL BEACH;Apto. 1205;3S;82.76;Vendida;949,678;11,475;
DOLPHIN BAY;Apto. 1102;3S;119.25;Vendida; 1,759,600 ;14,756;
DOLPHIN BAY;Apto. 1203;3S;80.68;Vendida; 1,082,924 ;13,422;
DOLPHIN BAY;Apto. 1302;Garden;119.25;Vendida; 1,805,203 ;15,138;
DOLPHIN BAY;Apto. 1404;3S;79.98;Vendida; 1,092,938 ;13,665;
DOLPHIN BAY;Apto. 1504;3S;79.98;Vendida; 1,103,076 ;13,792;
DOLPHIN BAY;Apto. 601;3S;80.77;Vendida;960,192;11,888;
DOLPHIN BAY;Apto. 1002;3S;119.25;Vendida; 1,737,247 ;14,568;
DOLPHIN BAY;Apto. 1004;3S;79.98;Vendida; 1,028,789 ;12,863;
DOLPHIN BAY;Apto. 1204;3S;79.98;Vendida; 1,073,528 ;13,422;
DOLPHIN BAY;Apto. 1301;3S;80.77;Vendida; 1,222,694 ;15,138;
DOLPHIN BAY;Apto. 1503;3S;80.68;Vendida; 1,104,663 ;13,692;
DOLPHIN BAY;Apto. 1602;Garden;119.25;Vendida; 1,916,227 ;16,069;
DOLPHIN BAY;Apto. 1603;3S;80.68;Vendida; 1,199,824 ;14,871;
DOLPHIN BAY;Apto. 1604;3S;79.98;Vendida; 1,189,414 ;14,871;
DOLPHIN BAY;Apto. 501;3S;80.77;Vendida;945,587;11,707;
DOLPHIN BAY;Apto. 702;3S;119.25;Vendida; 1,659,959 ;13,92;
PARADISE BAY;Apto 602;Sala;122.21;Vendida; 1,686,530 ;13,8;
DOLPHIN BAY;Apto. 1303;3S;80.68;Vendida; 1,090,293 ;13,514;
DOLPHIN BAY;Apto. 1502;3S;119.25;Vendida; 1,852,026 ;15,531;
TROPICAL BEACH;Apto. 1102;3S;110.26;Vendida; 1,596,719 ;14,481;
TROPICAL BEACH;Apto. 1202;3S;110.26;Vendida; 1,623,817 ;14,727;
TROPICAL BEACH;Apto. 1405;3S;82.76;Vendida;990,659;11,97;
DOLPHIN BAY;Apto. 504;3S;79.98;Vendida;906,708;11,337;
DOLPHIN BAY;Apto. 1103;3S;80.68;Vendida; 1,057,004 ;13,101;
DOLPHIN BAY;Apto. 604;3S;79.98;Vendida;966,748;12,087;
DOLPHIN BAY;Apto. 903;3S;80.68;Vendida;970,196;12,025;
EMERALD COAST;Apto. 2201;3S;147.13;Vendida; 2,974,980 ;20,22;
PARADISE BAY;Apto 1803;3S;81.14;Vendida; 1,210,507 ;14,919;
EMERALD COAST;Apto. 1603;3S;125.54;Vendida; 2,012,981 ;16,035;
DOLPHIN BAY;Apto. 1304;3S;79.98;Vendida; 1,137,755 ;14,225;
OCEAN PARK;Apto 1703 N;3S;78.91;Vendida; 1,010,683 ;12,808;
DOLPHIN BAY;Apto. 902;3S;119.25;Vendida; 1,818,083 ;15,246;
EMERALD COAST;Apto. 602;3S;145.28;Vendida; 2,427,360 ;16,708;
EMERALD COAST;Apto. 1902;3S;145.28;Vendida; 2,796,469 ;19,249;
DOLPHIN BAY;Apto. 1104;3S;79.98;Vendida; 1,104,368 ;13,808;
BAL HARBOUR;Apto. 1104;3S;115.54;Vendida; 1,826,278 ;15,806;
BAL HARBOUR;Apto. 1202;3S;144.61;Vendida; 2,841,313 ;19,648;
BAL HARBOUR;Apto. 1402;3S;144.61;Vendida; 2,876,181 ;19,889;
BAL HARBOUR;Apto. 1702;3S;144.61;Vendida; 3,058,483 ;21,15;
BAL HARBOUR;Apto. 1902;Sala;144.61;Vendida; 3,026,312 ;20,927;
BAL HARBOUR;Apto. 2002;3S;144.61;Vendida; 2,611,513 ;18,059;
BAL HARBOUR;Apto. 2101;3S;165.29;Vendida; 3,775,845 ;22,844;
BAL HARBOUR;Apto. 902;Garden;144.61;Vendida; 2,663,179 ;18,416;
BAL HARBOUR;Apto. 903;3S;129.68;Vendida; 2,430,362 ;18,741;
DOLPHIN BAY;Apto. 602;3S;119.25;Vendida; 1,497,921 ;12,561;
TROPICAL BEACH;Apto. 1605;3S;82.76;Vendida; 1,068,628 ;12,912;
BAL HARBOUR;Apto. 1002;3S;144.61;Vendida; 2,697,173 ;18,651;
BAL HARBOUR;Apto. 1201;3S;165.29;Vendida; 3,555,534 ;21,511;
BAL HARBOUR;Apto. 1203;3S;129.68;Vendida; 2,437,185 ;18,794;
BAL HARBOUR;Apto. 1703;3S;129.68;Vendida; 2,511,957 ;19,37;
BAL HARBOUR;Apto. 2001;3S;165.29;Vendida; 3,700,612 ;22,389;
DOLPHIN BAY;Apto. 803;3S;80.68;Vendida; 1,060,000 ;13,138;
TROPICAL BEACH;Apto. 1304;3S;84.24;Vendida; 1,107,883 ;13,152;
BAL HARBOUR;Apto. 1102;3S;144.61;Vendida; 2,953,878 ;20,427;
BAL HARBOUR;Apto. 1502;3S;144.61;Vendida; 2,893,615 ;20,01;
DOLPHIN BAY;Apto. 904;3S;79.98;Vendida; 1,069,729 ;13,375;
BAL HARBOUR;Apto. 1003;3S;129.68;Vendida; 2,372,869 ;18,298;
SUNRISE TOWER;Síndico;Garden;100;Vendida; -   ; -   ;
DOLPHIN BAY;Apto. 804;3S;79.98;Vendida; 1,052,409 ;13,158;
BAL HARBOUR;Apto. 1604;3S;115.54;Vendida; 1,906,879 ;16,504;
BAL HARBOUR;Apto. 2102;3S;144.61;Vendida; 3,135,721 ;21,684;
BAL HARBOUR;Apto. 1103;3S;129.68;Vendida; 2,447,827 ;18,876;
ROYAL BAY;Apto. 1902;3S;138.06;Vendida; 2,522,982 ;18,275;
TROPICAL BEACH;Apto. 905;3S;82.76;Vendida; 1,027,785 ;12,419;
CORAL GABLES;Apartamento2302;3S;132.13;Vendida; 2,346,203 ;17,757;
TROPICAL BEACH;Apto. 802;3S;110.26;Vendida; 1,561,011 ;14,158;
ROYAL BAY;Apto. 3102;3S;252.81;Vendida; 4,580,233 ;18,117;
TROPICAL BEACH;Apto. 1402;3S;110.26;Vendida; 1,701,211 ;15,429;
TROPICAL BEACH;Apto. 1505;3S;82.76;Vendida; 1,091,023 ;13,183;
CORAL GABLES;Apartamento1702;3S;132.27;Vendida; 2,245,586 ;16,977;
DOLPHIN BAY;Apto. 703;3S;80.68;Vendida; 1,064,161 ;13,19;
