Empreendimento,Unidade,Tipo,Área Privativa (m²),Situação,Valor VGV,Valor m²,Chave
ROYAL BAY,Apto. 3203,3S,"132,52",Vendida,"R$ 2.109.608,67","R$ 15.919,17",
ROYAL BAY,Apto. 3403,3S,"132,52",Vendida,"R$ 2.142.599,40","R$ 16.168,12",
ATLANTIC,Síndico,3S,100,Vendida,R$ -,R$ -,
EMERALD COAST,Sala Com. 01,Garden,"50,73",Vendida,"R$ 762.776,28","R$ 15.036,00",
EMERALD COAST,Sala Com. 02,3S,"50,3",Vendida,"R$ 756.310,80","R$ 15.036,00",
EMERALD COAST,Sala Com. 03,3S,"51,63",Vendida,"R$ 776.308,68","R$ 15.036,00",
GOLD COAST,Sala Com. 01,3S,"111,19",Vendida,"R$ 1.671.852,84","R$ 15.036,00",
GOLD COAST,Sala Com. 02,3S,"76,01",Vendida,"R$ 1.142.736,00","R$ 15.034,02",
GOLD COAST,Sala Com. 03,3S,"82,33",Vendida,"R$ 1.237.913,88","R$ 15.036,00",
GOLD COAST,Sala Com. 04,3S,"59,36",Vendida,"R$ 892.536,96","R$ 15.036,00",
GOLD COAST,Sala Com. 05,3S,"109,19",Vendida,"R$ 1.641.780,84","R$ 15.036,00",
KEY WEST,Síndico,Garden,100,Vendida,R$ -,R$ -,
PARADISE BAY,Sala Com. 03,3S,"97,06",Vendida,"R$ 1.459.394,16","R$ 15.036,00",
PARADISE BAY,Sala Com. 04,3S,"108,28",Vendida,"R$ 1.628.098,08","R$ 15.036,00",
PARADISE BAY,Sala Com. 05,3S,"107,87",Vendida,"R$ 1.621.933,32","R$ 15.036,00",
PARADISE BAY,Sala Com. 06,3S,"109,93",Vendida,"R$ 1.652.907,48","R$ 15.036,00",
PARADISE BAY,Apto 1201,3S,"123,48",Vendida,"R$ 1.734.712,20","R$ 14.048,53",
EMERALD COAST,Apto. 1501,3S,"147,13",Vendida,"R$ 2.652.824,50","R$ 18.030,48",
PARADISE BAY,Apto 701,3S,"123,48",Vendida,"R$ 1.586.247,90","R$ 12.846,19",
ROYAL BAY,Apto. 1501,3S,"132,14",Vendida,"R$ 3.432.846,31","R$ 25.978,86",
ROYAL BAY,Apto. 3503,3S,"132,52",Vendida,"R$ 2.164.066,64","R$ 16.330,11",
ROYAL BAY,Sala Com. 01,3S,"48,56",Vendida,"R$ 730.148,16","R$ 15.036,00",
ROYAL BAY,Sala Com. 02,3S,"50,44",Vendida,"R$ 758.415,84","R$ 15.036,00",
ROYAL BAY,Sala Com. 03,3S,"46,68",Vendida,"R$ 701.880,48","R$ 15.036,00",
ROYAL BAY,Sala Com. 04,3S,"49,54",Vendida,"R$ 744.883,44","R$ 15.036,00",
ROYAL BAY,Sala Com. 05,3S,"123,58",Vendida,"R$ 1.858.148,88","R$ 15.036,00",
GOLD COAST,Apto. 903 S,3S,"125,03",Vendida,"R$ 1.784.227,65","R$ 14.270,40",
PARADISE BAY,Apto 1604,Garden,"79,9",Vendida,"R$ 1.150.874,70","R$ 14.403,94",
PARADISE BAY,Apto 601,3S,"123,48",Vendida,"R$ 1.556.212,49","R$ 12.602,95",
ROYAL BAY,Apto. 2903,3S,"132,52",Vendida,"R$ 2.074.400,57","R$ 15.653,49",
ROYAL BAY,Apto. 3302,3S,"252,81",Vendida,"R$ 4.431.753,27","R$ 17.529,98",
ROYAL BAY,Apto. 3303,3S,"132,52",Vendida,"R$ 2.068.311,88","R$ 15.607,55",
CORAL GABLES,Apartamento3101,3S,"206,17",Vendida,"R$ 1.517.419,82","R$ 7.360,04",
OCEAN PARK,Apto 2204 S,3S,"82,29",Vendida,"R$ 1.058.925,05","R$ 12.868,21",
PARADISE BAY,Apto 2306,3S,"81,1",Vendida,"R$ 1.143.727,35","R$ 14.102,68",
PARADISE BAY,Apto 702,3S,"122,21",Vendida,"R$ 1.638.668,84","R$ 13.408,63",
TROPICAL BEACH,Apto. 1203,3S,"84,29",Vendida,"R$ 1.049.711,83","R$ 12.453,57",
TROPICAL BEACH,Apto. 1503,3S,"84,29",Vendida,"R$ 1.096.620,76","R$ 13.010,09",
TROPICAL BEACH,Apto. 1803,3S,"84,29",Vendida,"R$ 1.130.792,73","R$ 13.415,50",
TROPICAL BEACH,Apto. 2004,3S,"84,24",Vendida,"R$ 1.104.418,02","R$ 13.110,38",
TROPICAL BEACH,Apto. 2203,3S,"84,29",Vendida,"R$ 1.161.839,23","R$ 13.783,83",
TROPICAL BEACH,Apto. 604,3S,"84,24",Vendida,"R$ 940.060,73","R$ 11.159,32",
TROPICAL BEACH,Apto. 903,Garden,"84,29",Vendida,"R$ 1.015.001,50","R$ 12.041,78",
TROPICAL BEACH,Apto. 1603,3S,"84,29",Vendida,"R$ 1.115.269,49","R$ 13.231,34",
TROPICAL BEACH,Apto. 1903,3S,"84,29",Vendida,"R$ 1.138.554,36","R$ 13.507,59",
TROPICAL BEACH,Apto. 701,3S,"110,25",Vendida,"R$ 1.223.635,00","R$ 11.098,73",
TROPICAL BEACH,Apto. 904,3S,"84,24",Vendida,"R$ 974.567,51","R$ 11.568,94",
TROPICAL BEACH,Apto. 2005,3S,"82,76",Vendida,"R$ 1.070.831,57","R$ 12.939,00",
TROPICAL BEACH,Apto. 2403,3S,"84,29",Vendida,"R$ 1.177.362,47","R$ 13.968,00",
TROPICAL BEACH,Apto. 2404,3S,"84,24",Vendida,"R$ 1.135.282,44","R$ 13.476,76",
TROPICAL BEACH,Apto. 605,3S,"82,76",Vendida,"R$ 864.849,06","R$ 10.450,09",
TROPICAL BEACH,Apto. 2201,3S,"110,25",Vendida,"R$ 1.770.845,53","R$ 16.062,09",
TROPICAL BEACH,Apto. 804,3S,"84,24",Vendida,"R$ 963.065,25","R$ 11.432,40",
THE WAVE,Apartamento1603,3S,"120,29",Vendida,"R$ 1.876.865,70","R$ 15.602,84",
TROPICAL BEACH,Apto. 1003,3S,"84,29",Vendida,"R$ 975.243,02","R$ 11.570,09",
TROPICAL BEACH,Apto. 705,3S,"82,76",Vendida,"R$ 876.203,55","R$ 10.587,28",
TROPICAL BEACH,Apto. 801,3S,"110,25",Vendida,"R$ 1.240.675,80","R$ 11.253,30",
TROPICAL BEACH,Apto. 1104,3S,"84,24",Vendida,"R$ 987.364,00","R$ 11.720,85",
TROPICAL BEACH,Apto. 601,3S,"110,25",Vendida,"R$ 1.206.594,20","R$ 10.944,17",
TROPICAL BEACH,Apto. 702,3S,"110,26",Vendida,"R$ 1.254.105,12","R$ 11.374,07",
EMERALD COAST,Apto. 1101,3S,"147,13",Vendida,"R$ 2.587.060,54","R$ 17.583,50",
TROPICAL BEACH,Apto. 1901,3S,"110,25",Vendida,"R$ 1.673.251,97","R$ 15.176,89",
ROYAL BAY,Apto. 3003,3S,"132,52",Vendida,"R$ 2.099.044,29","R$ 15.839,45",
TROPICAL BEACH,Apto. 2301,3S,"110,25",Vendida,"R$ 1.783.091,27","R$ 16.173,16",
TROPICAL BEACH,Apto. 805,3S,"82,76",Vendida,"R$ 887.558,04","R$ 10.724,48",
OCEAN PARK,Apto 1203 S,3S,"79,8",Vendida,"R$ 919.401,08","R$ 11.521,32",
TROPICAL BEACH,Apto. 1802,3S,"110,26",Vendida,"R$ 1.738.749,23","R$ 15.769,54",
TROPICAL BEACH,Apto. 2101,3S,"110,25",Vendida,"R$ 1.753.153,10","R$ 15.901,62",
TROPICAL BEACH,Apto. 603,3S,"84,29",Vendida,"R$ 980.291,17","R$ 11.629,98",
TROPICAL BEACH,Apto. 803,3S,"84,29",Vendida,"R$ 1.003.431,39","R$ 11.904,51",
CORAL GABLES,Apartamento2902,3S,"132,13",Vendida,"R$ 2.488.095,03","R$ 18.830,66",
OCEAN PARK,Apto 704 S,3S,"82,29",Vendida,"R$ 883.313,08","R$ 10.734,15",
TROPICAL BEACH,Apto. 2302,3S,"110,26",Vendida,"R$ 1.825.004,54","R$ 16.551,83",
TROPICAL BEACH,Apto. 602,3S,"110,26",Vendida,"R$ 1.237.064,32","R$ 11.219,52",
OCEAN PARK,Apto 1204 S,3S,"82,29",Vendida,"R$ 924.761,86","R$ 11.237,84",
CORAL GABLES,Apartamento3002,3S,"136,24",Vendida,"R$ 2.578.878,34","R$ 18.928,94",
CORAL GABLES,Apartamento3202,3S,"135,96",Vendida,"R$ 2.644.257,47","R$ 19.448,79",
CORAL GABLES,Apartamento2602,3S,"136,24",Vendida,"R$ 2.451.782,84","R$ 17.996,06",
CORAL GABLES,Apartamento2702,3S,"132,13",Vendida,"R$ 2.483.051,56","R$ 18.792,49",
CORAL GABLES,Apartamento3102,3S,"131,85",Vendida,"R$ 2.612.178,37","R$ 19.811,74",
ROYAL BAY,Apto. 2603,3S,"132,52",Vendida,"R$ 2.056.292,93","R$ 15.516,85",
OCEAN PARK,Apto 1604 S,3S,"82,29",Vendida,"R$ 1.012.257,02","R$ 12.301,09",
PARADISE BAY,Apto 606,3S,"81,1",Vendida,"R$ 956.001,87","R$ 11.787,94",
PARADISE BAY,Apto 801,3S,"123,48",Vendida,"R$ 952.280,00","R$ 7.712,02",
PARADISE BAY,Apto 802,3S,"122,21",Vendida,"R$ 952.280,00","R$ 7.792,16",
PARADISE BAY,Sala Com. 01,3S,"32,85",Vendida,"R$ 481.152,00","R$ 14.646,94",
PARADISE BAY,Sala Com. 02,3S,"31,93",Vendida,"R$ 481.152,00","R$ 15.068,96",
ROYAL BAY,Apto. 1802,3S,"138,06",Vendida,"R$ 2.061.150,09","R$ 14.929,38",
ROYAL BAY,Apto. 2803,3S,"132,52",Vendida,"R$ 2.079.950,06","R$ 15.695,37",
ROYAL BAY,Apto. 1203,3S,"132,52",Vendida,"R$ 1.728.790,33","R$ 13.045,51",
PARADISE BAY,Apto 505,3S,"84,35",Vendida,"R$ 934.553,12","R$ 11.079,47",
TROPICAL BEACH,Apto. 1303,3S,"84,29",Vendida,"R$ 1.063.071,89","R$ 12.612,08",
TROPICAL BEACH,Apto. 1703,3S,"84,29",Vendida,"R$ 1.124.925,23","R$ 13.345,89",
TROPICAL BEACH,Apto. 2001,3S,"110,25",Vendida,"R$ 1.738.423,47","R$ 15.768,01",
EMERALD COAST,Apto. 2502,3S,"145,28",Vendida,"R$ 3.115.438,94","R$ 21.444,38",
OCEAN PARK,Apto 2104 S,3S,"82,29",Vendida,"R$ 1.050.353,58","R$ 12.764,05",
PARADISE BAY,Apto 2205,3S,"81,53",Vendida,"R$ 1.102.279,10","R$ 13.519,92",
ROYAL BAY,Apto. 3603,3S,"132,52",Vendida,"R$ 2.202.981,90","R$ 16.623,77",
TROPICAL BEACH,Apto. 703,3S,"84,29",Vendida,"R$ 993.534,16","R$ 11.787,09",
EMERALD COAST,Apto. 1701,3S,"147,13",Vendida,"R$ 2.709.477,82","R$ 18.415,54",
TROPICAL BEACH,Apto. 1702,3S,"110,26",Vendida,"R$ 1.743.149,18","R$ 15.809,44",
TROPICAL BEACH,Apto. 2501,3S,"110,25",Vendida,"R$ 1.849.693,18","R$ 16.777,26",
TROPICAL BEACH,Apto. 2503,3S,"84,29",Vendida,"R$ 1.203.651,30","R$ 14.279,88",
OCEAN PARK,apto 2404 S,3S,"82,29",Vendida,"R$ 1.034.285,70","R$ 12.568,79",
TROPICAL BEACH,Apto. 1801,3S,"110,25",Vendida,"R$ 1.711.693,45","R$ 15.525,56",
ROYAL BAY,Apto. 1602,3S,"138,06",Vendida,"R$ 2.024.924,97","R$ 14.666,99",
ROYAL BAY,Apto. 2003,Garden,"132,52",Vendida,"R$ 2.157.647,17","R$ 16.281,67",
ROYAL BAY,Apto. 2203,3S,"132,52",Vendida,"R$ 2.061.498,57","R$ 15.556,13",
TROPICAL BEACH,Apto. 2102,3S,"110,26",Vendida,"R$ 1.810.049,48","R$ 16.416,19",
TROPICAL BEACH,Apto. 2303,3S,"84,29",Vendida,"R$ 1.179.476,41","R$ 13.993,08",
TROPICAL BEACH,Apto. 2401,3S,"110,25",Vendida,"R$ 1.810.381,24","R$ 16.420,69",
TROPICAL BEACH,Apto. 503,3S,"84,29",Vendida,"R$ 980.066,44","R$ 11.627,32",
EMERALD COAST,Apto. 1901,3S,"147,13",Vendida,"R$ 2.775.221,29","R$ 18.862,38",
TROPICAL BEACH,Apto. 1904,Garden,"84,24",Vendida,"R$ 1.105.961,93","R$ 13.128,70",
TROPICAL BEACH,Apto. 2104,3S,"84,24",Vendida,"R$ 1.121.524,46","R$ 13.313,44",
TROPICAL BEACH,Apto. 2502,3S,"110,26",Vendida,"R$ 1.892.420,65","R$ 17.163,26",
TROPICAL BEACH,Apto. 2504,3S,"84,24",Vendida,"R$ 1.152.649,50","R$ 13.682,92",
ROYAL BAY,Apto. 702,3S,"138,06",Vendida,"R$ 1.861.438,32","R$ 13.482,82",
TROPICAL BEACH,Apto. 1403,3S,"84,29",Vendida,"R$ 1.086.947,85","R$ 12.895,34",
TROPICAL BEACH,Apto. 2204,3S,"84,24",Vendida,"R$ 1.129.305,71","R$ 13.405,81",
TROPICAL BEACH,Apto. 502,3S,"110,26",Vendida,"R$ 1.230.324,82","R$ 11.158,40",
TROPICAL BEACH,Apto. 2003,3S,"84,29",Vendida,"R$ 1.149.980,54","R$ 13.643,14",
TROPICAL BEACH,Apto. 2103,3S,"84,29",Vendida,"R$ 1.163.822,10","R$ 13.807,36",
OCEAN PARK,Apto 2305 S,3S,"80,91",Vendida,"R$ 1.157.689,13","R$ 14.308,36",
TROPICAL BEACH,Apto. 1004,3S,"84,24",Vendida,"R$ 994.395,68","R$ 11.804,32",
TROPICAL BEACH,Apto. 1504,3S,"84,24",Vendida,"R$ 1.064.810,05","R$ 12.640,20",
TROPICAL BEACH,Apto. 1804,3S,"84,24",Vendida,"R$ 1.098.180,68","R$ 13.036,33",
BLUE COAST,Apartamento 3101,3S,"131,99",Vendida,"R$ 2.562.389,63","R$ 19.413,51",
EMERALD COAST,Apto. 1903,3S,"125,54",Vendida,"R$ 2.032.437,08","R$ 16.189,56",
OCEAN PARK,Apto 602 N,3S,"122,55",Vendida,"R$ 1.553.048,24","R$ 12.672,77",
EMERALD COAST,Apto. 1302,3S,"145,28",Vendida,"R$ 2.617.795,59","R$ 18.018,97",
TROPICAL BEACH,Apto. 1005,3S,"82,76",Vendida,"R$ 917.952,89","R$ 11.091,75",
TROPICAL BEACH,Apto. 1305,3S,"82,76",Vendida,"R$ 960.437,74","R$ 11.605,10",
EMERALD COAST,Apto. 1703,3S,"125,54",Vendida,"R$ 2.015.458,29","R$ 16.054,31",
TROPICAL BEACH,Apto. 2402,3S,"110,26",Vendida,"R$ 1.861.170,94","R$ 16.879,84",
EMERALD COAST,Apto. 1804,3S,"83,11",Vendida,"R$ 1.290.174,09","R$ 15.523,69",
TROPICAL BEACH,Apto. 1103,3S,"84,29",Vendida,"R$ 1.051.685,22","R$ 12.476,99",
TROPICAL BEACH,Apto. 1701,3S,"110,25",Vendida,"R$ 1.709.267,40","R$ 15.503,56",
TROPICAL BEACH,Apto. 2304,Sala,"84,24",Vendida,"R$ 1.142.276,46","R$ 13.559,79",
BREEZE TOWER,Síndico,3S,100,Vendida,R$ -,R$ -,
ROYAL BAY,Apto. 2102,3S,"138,06",Vendida,"R$ 2.168.890,17","R$ 15.709,77",
TROPICAL BEACH,Apto. 1604,3S,"84,24",Vendida,"R$ 1.087.559,06","R$ 12.910,25",
TROPICAL BEACH,Apto. 1704,3S,"84,24",Vendida,"R$ 1.095.375,84","R$ 13.003,04",
TROPICAL BEACH,Apto. 2105,3S,"82,76",Vendida,"R$ 1.094.413,32","R$ 13.223,94",
BLUE COAST,Apartamento 2901,3S,"131,99",Vendida,"R$ 2.539.260,34","R$ 19.238,28",
TROPICAL BEACH,Apto. 1404,3S,"84,24",Vendida,"R$ 1.051.780,30","R$ 12.485,52",
TROPICAL BEACH,Apto. 1805,3S,"82,76",Vendida,"R$ 1.065.577,98","R$ 12.875,52",
TROPICAL BEACH,Apto. 1905,3S,"82,76",Vendida,"R$ 1.075.189,78","R$ 12.991,66",
CORAL GABLES,Apartamento2502,3S,"132,13",Vendida,"R$ 2.304.913,88","R$ 17.444,29",
GOLD COAST,Apto. 1103 N,3S,"125,03",Vendida,"R$ 1.901.069,57","R$ 15.204,91",
ROYAL BAY,Apto. 703,3S,"132,52",Vendida,"R$ 1.794.897,91","R$ 13.544,35",
TROPICAL BEACH,Apto. 2305,3S,"82,76",Vendida,"R$ 1.113.636,87","R$ 13.456,22",
PARADISE BAY,Apto 2005,3S,"81,53",Vendida,"R$ 1.097.360,83","R$ 13.459,60",
TROPICAL BEACH,Apto. 1002,3S,"110,26",Vendida,"R$ 1.565.278,58","R$ 14.196,25",
TROPICAL BEACH,Apto. 1902,3S,"110,26",Vendida,"R$ 1.771.760,93","R$ 16.068,94",
OCEAN PARK,Apto 501 N,3S,"121,37",Vendida,"R$ 1.663.165,57","R$ 13.703,27",
TROPICAL BEACH,Apto. 1204,3S,"84,24",Vendida,"R$ 1.060.088,56","R$ 12.584,15",
TROPICAL BEACH,Apto. 1602,3S,"110,26",Vendida,"R$ 1.740.776,51","R$ 15.787,92",
TROPICAL BEACH,Apto. 1105,3S,"82,76",Vendida,"R$ 933.644,91","R$ 11.281,35",
TROPICAL BEACH,Apto. 2205,3S,"82,76",Vendida,"R$ 1.106.597,65","R$ 13.371,17",
ROYAL BAY,Apto. 1301,3S,"191,67",Vendida,"R$ 3.360.489,53","R$ 17.532,68",
ROYAL BAY,Apto. 803,3S,"132,52",Vendida,"R$ 1.828.643,81","R$ 13.799,00",
TROPICAL BEACH,Apto. 1201,3S,"110,25",Vendida,"R$ 1.556.785,88","R$ 14.120,51",
CORAL GABLES,Apartamento1802,3S,"136,35",Vendida,"R$ 2.284.379,02","R$ 16.753,79",
EMERALD COAST,Apto. 1602,3S,"145,28",Vendida,"R$ 2.588.964,38","R$ 17.820,51",
EMERALD COAST,Apto. 2003,3S,"125,54",Vendida,"R$ 2.099.289,56","R$ 16.722,08",
GOLD COAST,Apto. 1203 N,3S,"125,03",Vendida,"R$ 1.970.615,65","R$ 15.761,14",
EMERALD COAST,Apto. 801,Garden,"147,13",Vendida,"R$ 2.505.008,35","R$ 17.025,82",
TROPICAL BEACH,Apto. 2505,3S,"82,76",Vendida,"R$ 1.135.500,16","R$ 13.720,40",
TROPICAL BEACH,Apto. 902,3S,"110,26",Vendida,"R$ 1.546.006,08","R$ 14.021,46",
TROPICAL BEACH,Apto. 2405,3S,"82,76",Vendida,"R$ 1.125.865,99","R$ 13.603,99",
THE WAVE,Apartamento1303,Garden,"120,29",Vendida,"R$ 1.885.954,57","R$ 15.678,40",
DOLPHIN BAY,Apto. 1001,3S,"80,77",Vendida,"R$ 1.120.515,60","R$ 13.872,92",
DOLPHIN BAY,Apto. 1101,Garden,"80,77",Vendida,"R$ 1.015.466,66","R$ 12.572,32",
DOLPHIN BAY,Apto. 1201,3S,"80,77",Vendida,"R$ 1.149.542,82","R$ 14.232,30",
DOLPHIN BAY,Apto. 1202,3S,"119,25",Vendida,"R$ 1.518.548,89","R$ 12.734,16",
DOLPHIN BAY,Apto. 1401,3S,"80,77",Vendida,"R$ 1.241.418,33","R$ 15.369,79",
DOLPHIN BAY,Apto. 1402,3S,"119,25",Vendida,"R$ 1.832.848,03","R$ 15.369,79",
DOLPHIN BAY,Apto. 1403,3S,"80,68",Vendida,"R$ 1.100.297,14","R$ 13.637,79",
DOLPHIN BAY,Apto. 1501,3S,"80,77",Vendida,"R$ 1.257.418,65","R$ 15.567,89",
DOLPHIN BAY,Apto. 1601,3S,"80,77",Vendida,"R$ 1.301.007,09","R$ 16.107,55",
DOLPHIN BAY,Apto. 701,3S,"80,77",Vendida,"R$ 1.127.015,80","R$ 13.953,40",
DOLPHIN BAY,Apto. 801,3S,"80,77",Vendida,"R$ 1.157.836,80","R$ 14.334,99",
DOLPHIN BAY,Apto. 901,3S,"80,77",Vendida,"R$ 1.172.617,49","R$ 14.517,98",
TROPICAL BEACH,Apto. 1205,3S,"82,76",Vendida,"R$ 951.957,28","R$ 11.502,63",
DOLPHIN BAY,Apto. 1102,3S,"119,25",Vendida,"R$ 1.763.823,17","R$ 14.790,97",
DOLPHIN BAY,Apto. 1203,3S,"80,68",Vendida,"R$ 1.085.523,01","R$ 13.454,67",
DOLPHIN BAY,Apto. 1302,Garden,"119,25",Vendida,"R$ 1.809.535,04","R$ 15.174,30",
DOLPHIN BAY,Apto. 1404,3S,"79,98",Vendida,"R$ 1.095.561,00","R$ 13.697,94",
DOLPHIN BAY,Apto. 1504,3S,"79,98",Vendida,"R$ 1.105.723,80","R$ 13.825,00",
DOLPHIN BAY,Apto. 601,3S,"80,77",Vendida,"R$ 962.496,31","R$ 11.916,51",
DOLPHIN BAY,Apto. 1002,3S,"119,25",Vendida,"R$ 1.741.416,30","R$ 14.603,07",
DOLPHIN BAY,Apto. 1004,3S,"79,98",Vendida,"R$ 1.031.258,19","R$ 12.893,95",
DOLPHIN BAY,Apto. 1204,3S,"79,98",Vendida,"R$ 1.076.104,74","R$ 13.454,67",
DOLPHIN BAY,Apto. 1301,3S,"80,77",Vendida,"R$ 1.225.628,05","R$ 15.174,30",
DOLPHIN BAY,Apto. 1503,3S,"80,68",Vendida,"R$ 1.107.313,94","R$ 13.724,76",
DOLPHIN BAY,Apto. 1602,Garden,"119,25",Vendida,"R$ 1.920.825,74","R$ 16.107,55",
DOLPHIN BAY,Apto. 1603,3S,"80,68",Vendida,"R$ 1.202.703,19","R$ 14.907,08",
DOLPHIN BAY,Apto. 1604,3S,"79,98",Vendida,"R$ 1.192.268,23","R$ 14.907,08",
DOLPHIN BAY,Apto. 501,3S,"80,77",Vendida,"R$ 947.856,79","R$ 11.735,26",
DOLPHIN BAY,Apto. 702,3S,"119,25",Vendida,"R$ 1.663.942,50","R$ 13.953,40",
PARADISE BAY,Apto 602,Sala,"122,21",Vendida,"R$ 1.690.577,18","R$ 13.833,38",
DOLPHIN BAY,Apto. 1303,3S,"80,68",Vendida,"R$ 1.092.910,07","R$ 13.546,23",
DOLPHIN BAY,Apto. 1502,3S,"119,25",Vendida,"R$ 1.856.471,13","R$ 15.567,89",
TROPICAL BEACH,Apto. 1102,3S,"110,26",Vendida,"R$ 1.600.550,83","R$ 14.516,15",
TROPICAL BEACH,Apto. 1202,3S,"110,26",Vendida,"R$ 1.627.713,67","R$ 14.762,50",
TROPICAL BEACH,Apto. 1405,3S,"82,76",Vendida,"R$ 993.036,51","R$ 11.998,99",
DOLPHIN BAY,Apto. 504,3S,"79,98",Vendida,"R$ 908.884,10","R$ 11.363,89",
DOLPHIN BAY,Apto. 1103,3S,"80,68",Vendida,"R$ 1.059.540,34","R$ 13.132,63",
DOLPHIN BAY,Apto. 604,3S,"79,98",Vendida,"R$ 969.067,77","R$ 12.116,38",
DOLPHIN BAY,Apto. 903,3S,"80,68",Vendida,"R$ 972.524,00","R$ 12.054,09",
EMERALD COAST,Apto. 2201,3S,"147,13",Vendida,"R$ 2.982.119,94","R$ 20.268,61",
PARADISE BAY,Apto 1803,3S,"81,14",Vendida,"R$ 1.213.412,29","R$ 14.954,55",
EMERALD COAST,Apto. 1603,3S,"125,54",Vendida,"R$ 2.017.812,13","R$ 16.073,06",
DOLPHIN BAY,Apto. 1304,3S,"79,98",Vendida,"R$ 1.140.485,89","R$ 14.259,64",
OCEAN PARK,Apto 1703 N,3S,"78,91",Vendida,"R$ 1.013.109,09","R$ 12.838,79",
DOLPHIN BAY,Apto. 902,3S,"119,25",Vendida,"R$ 1.822.445,93","R$ 15.282,57",
EMERALD COAST,Apto. 602,3S,"145,28",Vendida,"R$ 2.433.185,43","R$ 16.748,25",
EMERALD COAST,Apto. 1902,3S,"145,28",Vendida,"R$ 2.803.180,58","R$ 19.295,02",
DOLPHIN BAY,Apto. 1104,3S,"79,98",Vendida,"R$ 1.107.018,26","R$ 13.841,19",
BAL HARBOUR,Apto. 1104,3S,"115,54",Vendida,"R$ 1.830.661,34","R$ 15.844,39",
BAL HARBOUR,Apto. 1202,3S,"144,61",Vendida,"R$ 2.848.131,66","R$ 19.695,26",
BAL HARBOUR,Apto. 1402,3S,"144,61",Vendida,"R$ 2.883.083,58","R$ 19.936,96",
BAL HARBOUR,Apto. 1702,3S,"144,61",Vendida,"R$ 3.065.823,45","R$ 21.200,63",
BAL HARBOUR,Apto. 1902,Sala,"144,61",Vendida,"R$ 3.033.574,93","R$ 20.977,63",
BAL HARBOUR,Apto. 2002,3S,"144,61",Vendida,"R$ 2.617.780,27","R$ 18.102,35",
BAL HARBOUR,Apto. 2101,3S,"165,29",Vendida,"R$ 3.784.907,17","R$ 22.898,59",
BAL HARBOUR,Apto. 902,Garden,"144,61",Vendida,"R$ 2.669.571,00","R$ 18.460,49",
BAL HARBOUR,Apto. 903,3S,"129,68",Vendida,"R$ 2.436.195,12","R$ 18.786,21",
DOLPHIN BAY,Apto. 602,3S,"119,25",Vendida,"R$ 1.501.515,55","R$ 12.591,33",
TROPICAL BEACH,Apto. 1605,3S,"82,76",Vendida,"R$ 1.071.192,34","R$ 12.943,36",
BAL HARBOUR,Apto. 1002,3S,"144,61",Vendida,"R$ 2.703.646,51","R$ 18.696,12",
BAL HARBOUR,Apto. 1201,3S,"165,29",Vendida,"R$ 3.564.066,89","R$ 21.562,51",
BAL HARBOUR,Apto. 1203,3S,"129,68",Vendida,"R$ 2.443.034,40","R$ 18.838,95",
BAL HARBOUR,Apto. 1703,3S,"129,68",Vendida,"R$ 2.517.985,94","R$ 19.416,92",
BAL HARBOUR,Apto. 2001,3S,"165,29",Vendida,"R$ 3.709.493,17","R$ 22.442,33",
DOLPHIN BAY,Apto. 803,3S,"80,68",Vendida,"R$ 1.062.544,00","R$ 13.169,86",
TROPICAL BEACH,Apto. 1304,3S,"84,24",Vendida,"R$ 1.110.541,51","R$ 13.183,07",
BAL HARBOUR,Apto. 1102,3S,"144,61",Vendida,"R$ 2.960.967,71","R$ 20.475,54",
BAL HARBOUR,Apto. 1502,3S,"144,61",Vendida,"R$ 2.900.559,54","R$ 20.057,81",
DOLPHIN BAY,Apto. 904,3S,"79,98",Vendida,"R$ 1.072.296,01","R$ 13.407,05",
BAL HARBOUR,Apto. 1003,3S,"129,68",Vendida,"R$ 2.378.563,85","R$ 18.341,79",
SUNRISE TOWER,Síndico,Garden,100,Vendida,R$ -,R$ -,
DOLPHIN BAY,Apto. 804,3S,"79,98",Vendida,"R$ 1.054.934,88","R$ 13.189,98",
BAL HARBOUR,Apto. 1604,3S,"115,54",Vendida,"R$ 1.911.455,31","R$ 16.543,67",
BAL HARBOUR,Apto. 2102,3S,"144,61",Vendida,"R$ 3.143.246,76","R$ 21.736,03",
BAL HARBOUR,Apto. 1103,3S,"129,68",Vendida,"R$ 2.453.701,92","R$ 18.921,21",
ROYAL BAY,Apto. 1902,3S,"138,06",Vendida,"R$ 2.529.037,50","R$ 18.318,39",
TROPICAL BEACH,Apto. 905,3S,"82,76",Vendida,"R$ 1.030.251,57","R$ 12.448,67",
CORAL GABLES,Apartamento2302,3S,"132,13",Vendida,"R$ 2.351.834,34","R$ 17.799,40",
TROPICAL BEACH,Apto. 802,3S,"110,26",Vendida,"R$ 1.564.757,06","R$ 14.191,52",
ROYAL BAY,Apto. 3102,3S,"252,81",Vendida,"R$ 4.591.225,17","R$ 18.160,77",
TROPICAL BEACH,Apto. 1402,3S,"110,26",Vendida,"R$ 1.705.293,78","R$ 15.466,11",
TROPICAL BEACH,Apto. 1505,3S,"82,76",Vendida,"R$ 1.093.641,45","R$ 13.214,61",
CORAL GABLES,Apartamento1702,3S,"132,27",Vendida,"R$ 2.250.974,91","R$ 17.018,03",
DOLPHIN BAY,Apto. 703,3S,"80,68",Vendida,"R$ 1.066.715,01","R$ 13.221,55",
