Empreendimento,Unidade,Tipo,Área Privativa (m²),Situação,Valor VGV,Valor m²,Chave
BAL HARBOUR,Apto. 1503,3S,"129,68",Vendida,"R$ 2.603.978,61","R$ 20.080,03",
CORAL GABLES,Sala Com. 03,3S,"82,73",Vendida,"R$ 1.575.642,49","R$ 19.045,60",
DOLPHIN BAY,Apto. 1003,3S,"80,68",Vendida,"R$ 1.127.565,62","R$ 13.975,78",
DOLPHIN BAY,Apto. 603,3S,"80,68",Vendida,"R$ 995.772,62","R$ 12.342,25",
TROPICAL BEACH,Apto. 1302,3S,"110,26",Vendida,"R$ 1.690.004,30","R$ 15.327,45",
TROPICAL BEACH,Apto. 1502,3S,"110,26",Vendida,"R$ 1.776.335,69","R$ 16.110,43",
EMERALD COAST,Apto. 2503,3S,"125,54",Vendida,"R$ 2.257.943,29","R$ 17.985,85",
OCEAN PARK,Apto 2405 N,3S,"79,69",Vendida,"R$ 1.204.017,42","R$ 15.108,76",
ROYAL BAY,Apto. 1002,3S,"84,92",Vendida,"R$ 0,01","R$ 0,00",
ROYAL BAY,Apto. 1102,3S,"84,92",Vendida,"R$ 0,01","R$ 0,00",
ROYAL BAY,Apto. 1201,3S,"191,67",Vendida,"R$ 0,01","R$ 0,00",
ROYAL BAY,Apto. 1202,3S,"84,92",Vendida,"R$ 0,01","R$ 0,00",
ROYAL BAY,Apto. 1302,3S,"84,92",Vendida,"R$ 0,01","R$ 0,00",
ROYAL BAY,Apto. 802,3S,"84,92",Vendida,"R$ 0,01","R$ 0,00",
ROYAL BAY,Apto. 902,4S,"84,92",Vendida,"R$ 0,01","R$ 0,00",
GOLD COAST,Apto. 902 N,3S,"144,06",Vendida,"R$ 2.684.477,74","R$ 18.634,44",
GOLD COAST,Apto. 401 N,3S,"132,08",Vendida,"R$ 2.107.417,87","R$ 15.955,62",
OCEAN PARK,Apto 2205 S,3S,"80,91",Vendida,"R$ 1.193.351,02","R$ 14.749,12",
ROYAL BAY,Apto. 1801,3S,"132,14",Vendida,"R$ 2.344.292,57","R$ 17.740,98",
TROPICAL BEACH,Apto. 2202,3S,"110,26",Vendida,"R$ 1.983.400,80","R$ 17.988,40",
BAL HARBOUR,Apto. 803,3S,"129,68",Vendida,"R$ 2.321.837,87","R$ 17.904,36",
CORAL GABLES,Apartamento2102,4S,"132,27",Vendida,"R$ 2.225.328,00","R$ 16.824,13",
CORAL GABLES,Apartamento2802,3S,"136,24",Vendida,"R$ 2.399.059,40","R$ 17.609,07",
CORAL GABLES,Apartamento2901,3S,"210,51",Vendida,"R$ 4.200.277,73","R$ 19.952,87",
DOLPHIN BAY,Apto. 704,3S,"79,98",Vendida,"R$ 1.065.044,59","R$ 13.316,39",
FORT MYERS,Tipo - Apto. 1902,3S,"88,28",Vendida,"R$ 1.397.617,38","R$ 15.831,64",
FORT MYERS,Tipo - Apto. 2301,3S,"128,73",Vendida,"R$ 2.160.013,83","R$ 16.779,41",
FORT MYERS,Sky View - Apto. 4502,3S,"88,78",Vendida,"R$ 1.618.352,52","R$ 18.228,80",
FORT MYERS,Sky View - Apto. 4302,3S,"88,78",Vendida,"R$ 1.600.234,16","R$ 18.024,71",
FORT MYERS,Tipo - Apto. 2102,3S,"88,28",Vendida,"R$ 1.417.571,35","R$ 16.057,67",
FORT MYERS,Sky View - Apto. 3802,3S,"88,78",Vendida,"R$ 1.566.558,55","R$ 17.645,40",
FORT MYERS,Tipo - Apto. 1204,3S,"85,88",Vendida,"R$ 1.075.780,72","R$ 12.526,56",
FORT MYERS,Tipo - Apto. 1702,3S,"88,28",Vendida,"R$ 1.355.620,81","R$ 15.355,92",
FORT MYERS,Tipo - Apto. 802,3S,"88,28",Vendida,"R$ 1.256.065,72","R$ 14.228,20",
FORT MYERS,Sky View - Apto. 3702,3S,"88,78",Vendida,"R$ 1.561.388,68","R$ 17.587,17",
FORT MYERS,Tipo - Apto. 1103,3S,"124,25",Vendida,"R$ 1.852.250,44","R$ 14.907,45",
FORT MYERS,Tipo diferenciado - Apto. 502,3S,"112,47",Vendida,"R$ 1.449.571,71","R$ 12.888,52",
FORT MYERS,Sky View - Apto. 4402,Garden,"88,78",Vendida,"R$ 1.605.404,05","R$ 18.082,95",
FORT MYERS,Tipo - Apto. 2101,3S,"128,73",Vendida,"R$ 2.116.122,49","R$ 16.438,46",
FORT MYERS,Tipo - Apto. 3103,3S,"124,25",Vendida,"R$ 2.254.297,46","R$ 18.143,24",
FORT MYERS,Tipo - Apto. 902,3S,"88,28",Vendida,"R$ 1.265.797,33","R$ 14.338,44",
FORT MYERS,Tipo - Apto. 1802,3S,"88,28",Vendida,"R$ 1.387.640,40","R$ 15.718,63",
FORT MYERS,Tipo - Apto. 2403,3S,"124,25",Vendida,"R$ 2.106.023,99","R$ 16.949,89",
FORT MYERS,Tipo - Apto. 1003,3S,"124,25",Vendida,"R$ 1.838.882,62","R$ 14.799,86",
FORT MYERS,Tipo - Apto. 1403,3S,"124,25",Vendida,"R$ 1.899.602,61","R$ 15.288,55",
FORT MYERS,Tipo - Apto. 1604,3S,"85,88",Vendida,"R$ 1.108.146,69","R$ 12.903,43",
FORT MYERS,Tipo - Apto. 2003,3S,"124,25",Vendida,"R$ 2.021.296,29","R$ 16.267,98",
FORT MYERS,Tipo - Apto. 2202,3S,"88,28",Vendida,"R$ 1.427.548,33","R$ 16.170,69",
PARADISE BAY,Apto 2103,3S,"81,14",Vendida,"R$ 1.260.031,19","R$ 15.529,10",
FORT MYERS,Tipo - Apto. 1803,3S,"124,25",Vendida,"R$ 1.978.932,44","R$ 15.927,02",
FORT MYERS,Tipo - Apto. 1903,3S,"124,25",Vendida,"R$ 2.000.114,36","R$ 16.097,50",
FORT MYERS,Tipo - Apto. 2802,Garden,"88,28",Vendida,"R$ 1.487.410,22","R$ 16.848,78",
FORT MYERS,Tipo - Apto. 2902,3S,"88,28",Vendida,"R$ 1.497.387,19","R$ 16.961,79",
FORT MYERS,Sky View - Apto. 3402,3S,"88,78",Vendida,"R$ 1.502.144,52","R$ 16.919,85",
FORT MYERS,Sky View - Apto. 3602,3S,"88,78",Vendida,"R$ 1.553.610,06","R$ 17.499,55",
FORT MYERS,Sky View - Apto. 3902,3S,"88,78",Vendida,"R$ 1.576.281,83","R$ 17.754,92",
FORT MYERS,Sky View - Apto. 4002,3S,"88,78",Vendida,"R$ 1.579.507,04","R$ 17.791,25",
FORT MYERS,Sky View - Apto. 4102,3S,"88,78",Vendida,"R$ 1.585.341,01","R$ 17.856,96",
FORT MYERS,Sky View - Apto. 4503,3S,"134,83",Vendida,"R$ 2.610.087,58","R$ 19.358,36",
FORT MYERS,Tipo - Apto. 1002,3S,"88,28",Vendida,"R$ 1.275.528,95","R$ 14.448,67",
FORT MYERS,Tipo - Apto. 2001,3S,"128,73",Vendida,"R$ 2.094.176,83","R$ 16.267,98",
FORT MYERS,Beach House - Apto. 3201,3S,"227,83",Vendida,"R$ 3.548.779,19","R$ 15.576,44",
FORT MYERS,Cobertura - Apto. 4601,3S,"182,33",Vendida,"R$ 3.549.878,35","R$ 19.469,52",
FORT MYERS,Sky View - Apto. 3302,3S,"88,78",Vendida,"R$ 1.527.713,07","R$ 17.207,85",
FORT MYERS,Sky View - Apto. 4001,3S,"133,82",Vendida,"R$ 2.528.053,48","R$ 18.891,45",
FORT MYERS,Sky View - Apto. 4202,3S,"88,78",Vendida,"R$ 1.592.455,53","R$ 17.937,10",
FORT MYERS,Tipo - Apto. 1102,3S,"88,28",Vendida,"R$ 1.316.146,91","R$ 14.908,78",
FORT MYERS,Tipo - Apto. 1202,3S,"88,28",Vendida,"R$ 1.326.111,42","R$ 15.021,65",
FORT MYERS,Tipo - Apto. 1302,3S,"88,28",Vendida,"R$ 1.336.075,92","R$ 15.134,53",
FORT MYERS,Tipo - Apto. 1402,3S,"88,28",Vendida,"R$ 1.468.020,48","R$ 16.629,14",
FORT MYERS,Tipo - Apto. 1502,3S,"88,28",Vendida,"R$ 1.357.709,46","R$ 15.379,58",
FORT MYERS,Tipo - Apto. 1504,3S,"85,88",Vendida,"R$ 1.045.051,12","R$ 12.168,74",
FORT MYERS,Tipo - Apto. 1601,3S,"128,73",Vendida,"R$ 2.006.394,16","R$ 15.586,07",
FORT MYERS,Tipo - Apto. 1603,3S,"124,25",Vendida,"R$ 1.936.568,59","R$ 15.586,07",
FORT MYERS,Tipo - Apto. 1801,3S,"128,73",Vendida,"R$ 2.050.285,49","R$ 15.927,02",
FORT MYERS,Tipo - Apto. 1805,3S,"85,24",Vendida,"R$ 1.115.950,88","R$ 13.091,87",
FORT MYERS,Tipo - Apto. 1901,3S,"128,73",Vendida,"R$ 2.072.231,16","R$ 16.097,50",
FORT MYERS,Tipo - Apto. 2002,3S,"88,28",Vendida,"R$ 1.407.594,37","R$ 15.944,66",
FORT MYERS,Tipo - Apto. 2201,3S,"128,73",Vendida,"R$ 2.138.068,17","R$ 16.608,93",
FORT MYERS,Tipo - Apto. 2302,3S,"88,28",Vendida,"R$ 1.437.525,31","R$ 16.283,70",
FORT MYERS,Tipo - Apto. 2402,3S,"88,28",Vendida,"R$ 1.447.502,29","R$ 16.396,72",
FORT MYERS,Tipo - Apto. 2501,3S,"128,73",Vendida,"R$ 2.203.905,17","R$ 17.120,37",
FORT MYERS,Tipo - Apto. 2504,3S,"85,88",Vendida,"R$ 1.180.970,12","R$ 13.751,40",
FORT MYERS,Tipo - Apto. 2701,3S,"128,73",Vendida,"R$ 2.247.796,56","R$ 17.461,33",
FORT MYERS,Tipo - Apto. 3102,3S,"88,28",Vendida,"R$ 1.517.341,16","R$ 17.187,82",
FORT MYERS,Tipo - Apto. 702,3S,"88,28",Vendida,"R$ 1.246.334,11","R$ 14.117,97",
FORT MYERS,Tipo - Apto. 804,3S,"85,88",Vendida,"R$ 1.043.414,76","R$ 12.149,68",
FORT MYERS,Tipo - Apto. 1303,3S,"124,25",Vendida,"R$ 1.883.818,55","R$ 15.161,52",
FORT MYERS,Tipo - Apto. 1703,3S,"124,25",Vendida,"R$ 1.859.862,84","R$ 14.968,72",
FORT MYERS,Tipo - Apto. 2203,3S,"124,25",Vendida,"R$ 2.063.660,14","R$ 16.608,93",
FORT MYERS,Tipo - Apto. 2502,3S,"88,28",Vendida,"R$ 1.457.479,28","R$ 16.509,73",
FORT MYERS,Tipo - Apto. 2801,3S,"128,73",Vendida,"R$ 2.269.742,17","R$ 17.631,80",
FORT MYERS,Tipo - Apto. 2904,3S,"85,88",Vendida,"R$ 1.213.336,08","R$ 14.128,27",
FORT MYERS,Sky View - Apto. 3502,3S,"88,78",Vendida,"R$ 1.545.523,20","R$ 17.408,46",
FORT MYERS,Tipo - Apto. 1602,3S,"88,28",Vendida,"R$ 1.367.686,44","R$ 15.492,60",
FORT MYERS,Tipo - Apto. 1904,3S,"85,88",Vendida,"R$ 1.132.421,17","R$ 13.186,09",
FORT MYERS,Tipo - Apto. 2004,3S,"85,88",Vendida,"R$ 1.140.512,66","R$ 13.280,31",
FORT MYERS,Tipo - Apto. 2104,3S,"85,88",Vendida,"R$ 1.148.604,15","R$ 13.374,52",
BAL HARBOUR,Apto. 1004,3S,"115,54",Vendida,"R$ 1.864.551,10","R$ 16.137,71",
BAL HARBOUR,Apto. 703,3S,"129,68",Vendida,"R$ 2.303.917,48","R$ 17.766,17",
FORT MYERS,Tipo - Apto. 1605,3S,"85,24",Vendida,"R$ 1.100.231,02","R$ 12.907,45",
FORT MYERS,Tipo - Apto. 1705,3S,"85,24",Vendida,"R$ 1.108.318,85","R$ 13.002,33",
FORT MYERS,Tipo - Apto. 2005,3S,"85,24",Vendida,"R$ 1.132.365,79","R$ 13.284,44",
FORT MYERS,Tipo - Apto. 2103,3S,"124,25",Vendida,"R$ 2.171.154,33","R$ 17.474,08",
FORT MYERS,Tipo - Apto. 2105,3S,"85,24",Vendida,"R$ 1.140.399,49","R$ 13.378,69",
FORT MYERS,Tipo - Apto. 2604,3S,"85,88",Vendida,"R$ 1.272.295,93","R$ 14.814,81",
FORT MYERS,Tipo - Apto. 801,3S,"128,73",Vendida,"R$ 2.008.910,41","R$ 15.605,61",
OCEAN PARK,Apto 1506 S,3S,"80,03",Vendida,"R$ 1.215.608,10","R$ 15.189,41",
FORT MYERS,Sky View - Apto. 3603,3S,"134,83",Vendida,"R$ 2.500.988,00","R$ 18.549,20",
FORT MYERS,Tipo - Apto. 1203,3S,"124,25",Vendida,"R$ 2.017.477,25","R$ 16.237,24",
TROPICAL BEACH,Apto. 704,3S,"84,24",Vendida,"R$ 1.057.002,78","R$ 12.547,52",
FORT MYERS,Tipo - Apto. 602,3S,"88,28",Vendida,"R$ 1.422.092,87","R$ 16.108,89",
BAL HARBOUR,Apto. 1603,3S,"129,68",Vendida,"R$ 2.569.621,77","R$ 19.815,10",
FORT MYERS,Tipo - Apto. 1001,3S,"128,73",Vendida,"R$ 2.060.199,52","R$ 16.004,04",
FORT MYERS,Tipo - Apto. 2503,3S,"124,25",Vendida,"R$ 2.225.737,63","R$ 17.913,38",
OCEAN PARK,Apto 1804 S,3S,"82,29",Vendida,"R$ 1.239.590,95","R$ 15.063,69",
FORT MYERS,Beach House - Apto. 3203,3S,"209,76",Vendida,"R$ 3.369.582,65","R$ 16.063,99",
FORT MYERS,Sky View - Apto. 3403,3S,"134,83",Vendida,"R$ 2.499.457,97","R$ 18.537,85",
CORAL GABLES,Apartamento1801,3S,"126,83",Vendida,"R$ 2.811.063,38","R$ 22.164,03",
PALM SPRINGS,Apartamento1801,3S,"563,56",Vendida,"R$ 11.527.600,00","R$ 20.454,96",
PALM SPRINGS,Apartamento1802,3S,554,Vendida,"R$ 11.527.600,00","R$ 20.807,94",
FORT MYERS,Tipo - Apto. 1105,3S,"85,24",Vendida,"R$ 1.061.401,36","R$ 12.451,92",
FORT MYERS,Tipo - Apto. 2603,4S,"124,25",Vendida,"R$ 2.247.900,69","R$ 18.091,76",
FORT MYERS,Tipo diferenciado - Apto. 501,3S,"139,5",Vendida,"R$ 1.957.298,81","R$ 14.030,82",
TROPICAL BEACH,Apto. 901,3S,"110,25",Vendida,"R$ 1.568.820,08","R$ 14.229,66",
FORT MYERS,Tipo - Apto. 1405,Sala,"85,24",Vendida,"R$ 1.085.532,88","R$ 12.735,02",
BAL HARBOUR,Apto. 2003,3S,"129,68",Vendida,"R$ 2.761.329,44","R$ 21.293,41",
DOLPHIN BAY,Apto. 802,3S,"119,25",Vendida,"R$ 1.854.328,98","R$ 15.549,93",
OCEAN PARK,Apto 1105 N,3S,"79,69",Vendida,"R$ 1.197.473,05","R$ 15.026,64",
FORT MYERS,Sky View - Apto. 3601,4S,"133,82",Vendida,"R$ 2.536.631,29","R$ 18.955,55",
FORT MYERS,Tipo - Apto. 1704,3S,"85,88",Vendida,"R$ 1.224.608,40","R$ 14.259,53",
FORT MYERS,Tipo - Apto. 2205,3S,"85,24",Vendida,"R$ 1.163.934,45","R$ 13.654,79",
FORT MYERS,Tipo - Apto. 1305,4S,"85,24",Vendida,"R$ 1.090.655,28","R$ 12.795,11",
FORT MYERS,Tipo - Apto. 3001,Garden,"128,73",Vendida,"R$ 2.450.381,18","R$ 19.035,04",
TROPICAL BEACH,Apto. 1001,3S,"110,25",Vendida,"R$ 1.521.791,72","R$ 13.803,10",
TROPICAL BEACH,Apto. 505,3S,"110,46",Vendida,"R$ 1.178.824,21","R$ 10.671,96",
FORT MYERS,Tipo - Apto. 1205,3S,"85,24",Vendida,"R$ 1.082.513,16","R$ 12.699,59",
FORT MYERS,Tipo - Apto. 1804,4S,"85,88",Vendida,"R$ 1.233.485,45","R$ 14.362,90",
OCEAN PARK,Apto 1401 N,3S,"121,37",Vendida,"R$ 2.012.886,94","R$ 16.584,72",
BAL HARBOUR,Apto. 602,4S,"144,61",Vendida,"R$ 2.688.702,44","R$ 18.592,78",
CORAL GABLES,Apartamento3001,3S,"206,17",Vendida,"R$ 4.510.800,00","R$ 21.879,03",
FORT MYERS,Tipo - Apto. 3202,3S,"88,15",Vendida,"R$ 1.829.162,27","R$ 20.750,56",
BAL HARBOUR,Apto. 1504,4S,"115,54",Vendida,"R$ 1.958.850,27","R$ 16.953,87",
FORT MYERS,Tipo - Apto. 1304,3S,"85,88",Vendida,"R$ 1.192.719,55","R$ 13.888,21",
FORT MYERS,Tipo - Apto. 901,4S,"128,73",Vendida,"R$ 2.070.214,19","R$ 16.081,83",
FORT MYERS,Tipo - Apto. 905,3S,"85,24",Vendida,"R$ 1.061.307,36","R$ 12.450,81",
OCEAN PARK,Apto 505 N,4S,"79,69",Vendida,"R$ 1.112.112,44","R$ 13.955,48",
BAL HARBOUR,Apto. 1602,3S,"144,61",Vendida,"R$ 3.041.544,84","R$ 21.032,74",
FORT MYERS,Tipo - Apto. 2303,4S,"124,25",Vendida,"R$ 2.252.937,33","R$ 18.132,29",
FORT MYERS,Tipo - Apto. 2304,3S,"85,88",Vendida,"R$ 1.281.760,30","R$ 14.925,02",
FORT MYERS,Tipo - Apto. 2704,4S,"85,88",Vendida,"R$ 1.302.195,42","R$ 15.162,96",
SUNNY ISLAND,Apto 502,4S,"136,45",Vendida,"R$ 1.939.435,16","R$ 14.213,52",
BAL HARBOUR,Apto. 1801,4S,"165,29",Vendida,"R$ 3.725.119,40","R$ 22.536,87",
ROYAL BAY,Apto. 1601,3S,"132,14",Vendida,"R$ 2.565.727,19","R$ 19.416,73",
FORT MYERS,Tipo - Apto. 3105,3S,"85,24",Vendida,"R$ 1.240.979,45","R$ 14.558,65",
FORT MYERS,Tipo - Apto. 2803,Sala,"124,25",Vendida,"R$ 2.334.422,52","R$ 18.788,11",
BAL HARBOUR,Apto. 2201,4S,"165,29",Vendida,"R$ 3.971.792,38","R$ 24.029,24",
FORT MYERS,Tipo - Apto. 2305,4S,"85,24",Vendida,"R$ 1.179.242,76","R$ 13.834,38",
FORT MYERS,Tipo - Apto. 2401,4S,"128,73",Vendida,"R$ 2.341.407,99","R$ 18.188,52",
TROPICAL BEACH,Apto. 504,4S,"134,45",Vendida,"R$ 1.443.905,96","R$ 10.739,35",
EMERALD COAST,Apto. 2002,3S,"145,28",Vendida,"R$ 2.975.371,33","R$ 20.480,25",
FORT MYERS,Tipo - Apto. 3004,4S,"85,88",Vendida,"R$ 1.332.666,61","R$ 15.517,78",
FORT MYERS,Tipo - Apto. 505,4S,"85,24",Vendida,"R$ 1.037.261,58","R$ 12.168,72",
BAL HARBOUR,Apto. 1303,4S,"129,68",Vendida,"R$ 2.569.905,94","R$ 19.817,29",
FORT MYERS,Tipo - Apto. 2405,4S,"85,24",Vendida,"R$ 1.197.746,51","R$ 14.051,46",
FORT MYERS,Tipo - Apto. 504,4S,"85,88",Vendida,"R$ 1.130.887,03","R$ 13.168,22",
OCEAN PARK,Apto 2202 N,4S,"122,55",Vendida,"R$ 2.285.472,00","R$ 18.649,30",
EMERALD COAST,Apto. 1202,4S,"145,28",Vendida,"R$ 2.646.195,47","R$ 18.214,45",
FORT MYERS,Tipo - Apto. 1701,4S,"128,73",Vendida,"R$ 2.253.147,82","R$ 17.502,90",
FORT MYERS,Tipo - Apto. 2505,4S,"85,24",Vendida,"R$ 1.206.009,57","R$ 14.148,40",
ROYAL BAY,Apto. 2701,3S,"235,26",Vendida,"R$ 4.401.739,79","R$ 18.710,11",
ROYAL BAY,Apto. 1101,3S,"191,67",Vendida,"R$ 3.560.592,69","R$ 18.576,68",
EMERALD COAST,Apto. 1702,4S,"145,28",Vendida,"R$ 2.929.356,67","R$ 20.163,52",
BAL HARBOUR,Apto. 1601,4S,"165,29",Vendida,"R$ 3.686.468,69","R$ 22.303,04",
FORT MYERS,Tipo - Apto. 904,4S,"85,88",Vendida,"R$ 1.183.008,06","R$ 13.775,13",
TROPICAL BEACH,Apto. 2002,4S,"110,26",Vendida,"R$ 2.072.315,00","R$ 18.794,80",
FORT MYERS,Tipo - Apto. 3002,4S,"88,28",Vendida,"R$ 1.857.387,76","R$ 21.039,73",
FORT MYERS,Tipo - Apto. 1501,4S,"128,73",Vendida,"R$ 2.248.146,51","R$ 17.464,05",
BLUE COAST,Apartamento 2903,4S,"131,52",Vendida,"R$ 2.860.799,05","R$ 21.751,82",
FORT MYERS,Tipo - Apto. 2903,Sala,"124,25",Vendida,"R$ 2.402.407,43","R$ 19.335,27",
FORT MYERS,Tipo - Apto. 1201,4S,"128,73",Vendida,"R$ 2.190.253,16","R$ 17.014,32",
FORT MYERS,Tipo - Apto. 803,4S,"124,25",Vendida,"R$ 2.031.793,17","R$ 16.352,46",
BAL HARBOUR,Apto. 1302,4S,"144,61",Vendida,"R$ 3.078.789,42","R$ 21.290,29",
BAL HARBOUR,Apto. 1403,4S,"129,68",Vendida,"R$ 2.656.990,58","R$ 20.488,82",
FORT MYERS,Tipo - Apto. 2804,4S,"85,88",Vendida,"R$ 1.351.329,54","R$ 15.735,09",
FORT MYERS,Tipo - Apto. 1104,4S,"85,88",Vendida,"R$ 1.211.057,40","R$ 14.101,74",
CORAL GABLES,Síndico,4S,100,Vendida,R$ -,R$ -,
PALM SPRINGS,Síndico,4S,100,Vendida,R$ -,R$ -,
SUNNY ISLAND,Apto 2402,4S,"122,79",Vendida,"R$ 2.581.639,08","R$ 21.024,83",
THE WAVE,Síndico,4S,100,Vendida,R$ -,R$ -,
SOUTH BEACH TOWER,Síndico,5S,100,Vendida,R$ -,R$ -,
EMERALD COAST,Apto. 2303,5S,"125,54",Vendida,"R$ 2.272.440,80","R$ 18.101,33",
FORT MYERS,Tipo - Apto. 1401,5S,"128,73",Vendida,"R$ 2.135.495,06","R$ 16.588,95",
CORAL GABLES,Apartamento 402,4S,"198,44",Vendida,"R$ 2.183.367,82","R$ 11.002,66",
FORT MYERS,Tipo - Apto. 1505,4S,"85,24",Vendida,"R$ 1.155.326,81","R$ 13.553,81",
